5041919700701  9.8-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 3.8 56 -6.4  17 13.6-9.9-9.9
5041919700702 13.2-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.7 52 -1.0  37 29.6-9.9-9.9
5041919700703 18.0-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 7.1 54  2.1  13 10.4-9.9-9.9
5041919700704 11.4-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.5 56 -4.1   8  6.4-9.9-9.9
5041919700705 14.4-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 3.6 44 -7.1  11  8.8-9.9-9.9
5041919700706 13.4-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.4 50 -4.4   6  4.8-9.9-9.9
5041919700707 13.0-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.7 62 -3.6   6  4.8-9.9-9.9
5041919700708 18.0-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.4 54 -1.7  11  8.8-9.9-9.9
5041919700709 20.0-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.3 39 -1.9  11  8.8-9.9-9.9
5041919700710 13.8-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.6 49 -3.8   6  4.8-9.9-9.9
5041919700711 13.6-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 3.7 52 -6.7   3  2.4-9.9-9.9
5041919700712 16.0-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.4 47 -1.7  18 14.4-9.9-9.9
5041919700713 16.4-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 7.0 56  1.9  22 17.6-9.9-9.9
5041919700714 17.0-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 7.3 59  2.5  19 15.2-9.9-9.9
5041919700715 14.0-99.9  2.519900-99.9-99.9-99.9-99.9-9.9 9912.1 82  9.8  11  8.8-9.9-9.9
5041919700716 11.2-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 7.9 83  3.6   1  0.8-9.9-9.9
5041919700717 12.6-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 7.4 82  2.7   6  4.8-9.9-9.9
5041919700718 17.2-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 6.2 59  0.2  11  8.8-9.9-9.9
5041919700719 18.8-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.2 42 -2.2  14 11.2-9.9-9.9
5041919700720 18.6-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.6 57 -1.2   9  7.2-9.9-9.9
5041919700721 15.4-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 8.5 66  4.6  22 17.6-9.9-9.9
5041919700722 18.6-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9913.2 74 11.1  26 20.8-9.9-9.9
5041919700723 17.0-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9914.2 84 12.2   9  7.2-9.9-9.9
5041919700724 26.6-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9910.1 39  7.1  41 32.8-9.9-9.9
5041919700725 21.5-99.9  2.519900-99.9-99.9-99.9-99.9-9.9 9915.4 90 13.4   3  2.4-9.9-9.9
5041919700726 13.8-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 6.4 69  0.6   6  4.8-9.9-9.9
5041919700727 15.8-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.7 57 -1.0  12  9.6-9.9-9.9
5041919700728 13.6-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.7 48 -1.0  13 10.4-9.9-9.9
5041919700729 12.8-99.9  4.019900-99.9-99.9-99.9-99.9-9.9 99 7.3 64  2.5   8  6.4-9.9-9.9
5041919700730 18.6-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.0 42 -2.7  28 22.4-9.9-9.9
5041919700731 23.0-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.0 30 -2.7  24 19.2-9.9-9.9
5041919700801 17.0-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.9 52 -0.5  16 12.8-9.9-9.9
5041919700802 10.4-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 8.6 79  4.8  18 14.4-9.9-9.9
5041919700803 14.0-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 6.8 75  1.5   1  0.8-9.9-9.9
5041919700804 14.0-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.7 54 -3.6   8  6.4-9.9-9.9
