5044119690315 20.1  5.9 43.519900-99.9-99.9-99.9-99.9 0.3  216.5 91 14.5  39 31.2 6.1 1.0
5044119690316 19.1 11.3  5.719900-99.9-99.9-99.9-99.9 0.0  019.2100 16.9  35 28.0 5.6 1.0
5044119690317 20.6 11.4  2.619900-99.9-99.9-99.9-99.9 5.6 4614.8 90 12.8  70 56.013.4 4.6
5044119690318 20.3 13.1  0.009900-99.9-99.9-99.9-99.9 3.5 2914.7 82 12.7  31 24.810.4 3.2
5044119690319 21.8 10.0  0.009900-99.9-99.9-99.9-99.9 6.5 5315.0 82 13.0  15 12.014.5 2.5
5044119690320 26.2  6.8  0.009900-99.9-99.9-99.9-99.9 7.0 5815.7 80 13.7   9  7.215.1 2.4
5044119690321 27.3 10.4  0.009900-99.9-99.9-99.9-99.9 5.8 4816.0 71 14.0  19 15.213.3 3.2
5044119690322 29.4 11.2  0.009900-99.9-99.9-99.9-99.9 4.5 3716.5 66 14.5  15 12.011.5 3.1
5044119690323 28.9 11.6  0.009900-99.9-99.9-99.9-99.9 6.3 5316.7 69 14.7  22 17.613.8 3.8
5044119690324 26.1 13.3 34.019900-99.9-99.9-99.9-99.9 0.5  417.9 79 15.8  30 24.0 5.9 2.9
5044119690325 19.6 13.4  6.719900-99.9-99.9-99.9-99.9 1.4 1217.1 90 15.0  61 48.8 7.1 2.3
5044119690326 15.1  9.9  0.319900-99.9-99.9-99.9-99.9 0.7  610.7 77  8.0  45 36.0 6.1 3.4
5044119690327 16.9  8.1  2.519900-99.9-99.9-99.9-99.9 0.9  813.1 90 11.0   9  7.2 6.3 1.2
5044119690328 18.6  8.0  0.519900-99.9-99.9-99.9-99.9 3.5 3013.2 84 11.1   0  0.0 9.6 1.3
5044119690329 20.6  4.9  0.009900-99.9-99.9-99.9-99.9 6.8 5811.0 74  8.4  14 11.213.8 2.3
5044119690330 25.1 10.9 26.819900-99.9-99.9-99.9-99.9 3.4 2915.9 78 13.9  25 20.0 9.3 2.8
5044119690331 18.2 11.4  0.519900-99.9-99.9-99.9-99.9 0.0  012.2 76  9.9  42 33.6 4.9 3.5
5044119690401 18.9  5.9  0.009900-99.9-99.9-99.9-99.9 7.0 6011.0 75  8.4  16 12.813.8 2.2
5044119690402 17.1  7.4  0.009900-99.9-99.9-99.9-99.9 6.0 5211.1 82  8.5  21 16.812.4 2.2
5044119690403 17.1  5.4  0.009900-99.9-99.9-99.9-99.9 2.5 2210.0 80  7.0  12  9.6 7.9 1.7
5044119690404 20.8  5.7  3.019900-99.9-99.9-99.9-99.9 5.4 4711.7 76  9.3  27 21.611.5 2.6
5044119690405 16.8  8.2  0.319900-99.9-99.9-99.9-99.9 3.5 3112.4 87 10.1  23 18.4 9.0 1.7
5044119690406 16.6  8.5  0.009900-99.9-99.9-99.9-99.9 3.0 2610.9 75  8.2  23 18.4 8.3 2.2
5044119690407 20.1  2.4  0.009900-99.9-99.9-99.9-99.9 6.3 5510.9 82  8.2  19 15.212.3 1.8
5044119690408 23.7  8.4  0.009900-99.9-99.9-99.9-99.9 8.0 7115.4 80 13.4  16 12.814.2 2.1
5044119690409 28.7  8.6  0.009900-99.9-99.9-99.9-99.9 7.5 6615.8 75 13.8  10  8.013.5 2.4
5044119690410 27.2 13.1  0.009900-99.9-99.9-99.9-99.9 5.0 4415.8 76 13.8  14 11.210.4 2.8
5044119690411 23.8  9.5  1.019900-99.9-99.9-99.9-99.9 1.2 1115.6 85 13.6   6  4.8 5.8 1.3
5044119690412 24.7 10.0  0.009900-99.9-99.9-99.9-99.9 0.5  418.4 85 16.2  16 12.8 4.9 1.1
5044119690413 25.6 15.4 16.219900-99.9-99.9-99.9-99.9 3.0 2721.8 88 18.9  26 20.8 7.8 1.8
5044119690414 22.9 14.9  0.009900-99.9-99.9-99.9-99.9 1.5 1418.8 95 16.5   4  3.2 6.0 1.2
5044119690415 21.4 12.4  0.009900-99.9-99.9-99.9-99.9 0.0  019.7 95 17.3  20 16.0 4.2 0.7
5044119690416 23.4 15.4 18.819900-99.9-99.9-99.9-99.9 0.0  022.0 93 19.0  34 27.2 4.1 0.9
5044119690417 21.6 14.9  2.719900-99.9-99.9-99.9-99.9 2.5 2317.1 86 15.0  14 11.2 6.9 1.7
