5026819590628  5.9 -1.6  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.1 82 -5.4   1  0.8-9.9-9.9
5026819590629 11.0 -1.6  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.4 75 -1.7  14 11.2-9.9-9.9
5026819590630 11.4  5.4  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026819590701  8.5  1.1  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026819590702  4.5 -2.6  0.009900-99.9-99.9-99.9-99.9-9.9 99 3.2 66 -8.6   6  4.8-9.9-9.9
5026819590703  5.2  1.7  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.3 85 -1.9  10  8.0-9.9-9.9
5026819590704  8.5  3.6  0.219900-99.9-99.9-99.9-99.9-9.9 99 5.8 86 -0.7  13 10.4-9.9-9.9
5026819590705  9.2  0.6  2.519900-99.9-99.9-99.9-99.9-9.9 99 5.2 79 -2.2  13 10.4-9.9-9.9
5026819590706 10.1  5.1  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.0 54 -5.7  44 35.2-9.9-9.9
5026819590707 10.1 -0.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 3.8 54 -6.4  31 24.8-9.9-9.9
5026819590708  8.0  2.1  0.009900-99.9-99.9-99.9-99.9-9.9 99 3.0 45 -9.4  52 41.6-9.9-9.9
5026819590709  7.1 -1.0  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026819590710  4.5 -3.9  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026819590711  1.4 -6.6  0.009900-99.9-99.9-99.9-99.9-9.9 99 3.3 86 -8.2   4  3.2-9.9-9.9
5026819590712  0.9-10.0  1.319901-99.9-99.9-99.9-99.9-9.9 99 3.4 97 -7.8   3  2.4-9.9-9.9
5026819590713  0.5 -3.9  2.119901-99.9-99.9-99.9-99.9-9.9 99 3.9 97 -6.0   3  2.4-9.9-9.9
5026819590714  1.8 -8.9  0.009901-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9   3  2.4-9.9-9.9
5026819590715  2.5 -8.9  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9   4  3.2-9.9-9.9
5026819590716 -0.6-11.9  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9   0  0.0-9.9-9.9
5026819590717 -6.0-12.6  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9   0  0.0-9.9-9.9
5026819590718 -4.0 -8.6  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9   0  0.0-9.9-9.9
