5283220211030-99.9-99.9  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 49-99.9 -99-99.9-9.9-9.9
5283220211031 35.4 17.9  0.009999-99.9-99.9-99.9-99.9-9.9 9919.0 57 16.7 -99-99.9-9.9-9.9
5283220220310 26.3 15.7  0.009999-99.9-99.9-99.9-99.9-9.9 9920.5 90 17.8 -99-99.9-9.9-9.9
5283220220311 26.7 11.7  0.009999-99.9-99.9-99.9-99.9-9.9 9916.1 73 14.1 -99-99.9-9.9-9.9
5283220220312 25.9 10.0  0.009999-99.9-99.9-99.9-99.9-9.9 9915.5 78 13.5 -99-99.9-9.9-9.9
5283220220313 26.2  9.1  0.009999-99.9-99.9-99.9-99.9-9.9 9914.7 74 12.6 -99-99.9-9.9-9.9
5283220220314 28.6  9.5  0.009999-99.9-99.9-99.9-99.9-9.9 9916.6 72 14.4 -99-99.9-9.9-9.9
5283220220315 31.3 14.6  0.009999-99.9-99.9-99.9-99.9-9.9 9918.9 67 16.6 -99-99.9-9.9-9.9
5283220220316 30.9 12.9  0.009999-99.9-99.9-99.9-99.9-9.9 9918.5 74 16.2 -99-99.9-9.9-9.9
5283220220317 33.3 15.8  2.519999-99.9-99.9-99.9-99.9-9.9 9922.1 76 19.0 -99-99.9-9.9-9.9
5283220220318 22.1 13.1  3.819999-99.9-99.9-99.9-99.9-9.9 9918.7 95 16.3 -99-99.9-9.9-9.9
5283220220319 21.7  7.8  0.009999-99.9-99.9-99.9-99.9-9.9 9911.7 75  9.2 -99-99.9-9.9-9.9
5283220220320 23.6  8.9  0.009999-99.9-99.9-99.9-99.9-9.9 9912.4 64 10.1 -99-99.9-9.9-9.9
5283220220321 26.9 13.8 26.219999-99.9-99.9-99.9-99.9-9.9 9916.1 71 13.7 -99-99.9-9.9-9.9
5283220220322 26.7 18.1  1.019999-99.9-99.9-99.9-99.9-9.9 9924.2 94 20.5 -99-99.9-9.9-9.9
5283220220323 27.8 20.5 11.019999-99.9-99.9-99.9-99.9-9.9 9926.3 93 21.9 -99-99.9-9.9-9.9
5283220220324 22.0 13.1  0.819999-99.9-99.9-99.9-99.9-9.9 9913.9 66 11.6 -99-99.9-9.9-9.9
5283220220325 17.3 13.2  0.009999-99.9-99.9-99.9-99.9-9.9 9917.1 96 15.0 -99-99.9-9.9-9.9
5283220220326 25.6 15.9  0.219999-99.9-99.9-99.9-99.9-9.9 9919.4 88 17.0 -99-99.9-9.9-9.9
5283220220327 29.8 13.7  0.009999-99.9-99.9-99.9-99.9-9.9 9918.5 82 16.2 -99-99.9-9.9-9.9
5283220220328 29.7 11.2  0.009999-99.9-99.9-99.9-99.9-9.9 9918.6 78 16.3 -99-99.9-9.9-9.9
5283220220329-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5283220220404-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5283220220405 27.2  5.6  0.009999-99.9-99.9-99.9-99.9-9.9 9914.6 80 12.2 -99-99.9-9.9-9.9
5283220220406 29.2 11.8  0.009999-99.9-99.9-99.9-99.9-9.9 9919.5 85 16.8 -99-99.9-9.9-9.9
5283220220407 27.7 16.7  0.009999-99.9-99.9-99.9-99.9-9.9 9923.2 90 19.9 -99-99.9-9.9-9.9
5283220220408 29.4 15.5  0.009999-99.9-99.9-99.9-99.9-9.9 9921.0 82 18.3 -99-99.9-9.9-9.9
5283220220409 29.8 13.9  0.009999-99.9-99.9-99.9-99.9-9.9 9919.5 82 17.0 -99-99.9-9.9-9.9
5283220220410 28.5 15.5 18.519999-99.9-99.9-99.9-99.9-9.9 9921.9 85 18.9 -99-99.9-9.9-9.9
5283220220411 25.5 17.0  0.009999-99.9-99.9-99.9-99.9-9.9 9920.2 90 17.7 -99-99.9-9.9-9.9
5283220220412 24.5  9.3  0.009999-99.9-99.9-99.9-99.9-9.9 9913.6 72 11.4 -99-99.9-9.9-9.9
5283220220413 21.4  7.5  0.009999-99.9-99.9-99.9-99.9-9.9 9910.8 70  7.9 -99-99.9-9.9-9.9
5283220220414 23.9  4.4  0.009999-99.9-99.9-99.9-99.9-9.9 9910.7 72  7.8 -99-99.9-9.9-9.9
5283220220415 22.7  5.9  0.009999-99.9-99.9-99.9-99.9-9.9 9911.5 78  9.0 -99-99.9-9.9-9.9
5283220220416 24.8  5.5  0.009999-99.9-99.9-99.9-99.9-9.9 9913.3 80 11.0 -99-99.9-9.9-9.9
5283220220417 25.0  8.0  0.009999-99.9-99.9-99.9-99.9-9.9 9913.8 79 11.6 -99-99.9-9.9-9.9
5283220220418 26.3 10.1  0.009999-99.9-99.9-99.9-99.9-9.9 9915.0 82 12.9 -99-99.9-9.9-9.9
5283220220419 26.5  8.0  0.009999-99.9-99.9-99.9-99.9-9.9 9915.2 81 13.0 -99-99.9-9.9-9.9
5283220220420 29.2  9.4 17.819999-99.9-99.9-99.9-99.9-9.9 9915.7 71 13.6 -99-99.9-9.9-9.9
5283220220421 24.2 10.7 11.019999-99.9-99.9-99.9-99.9-9.9 9917.1 86 15.0 -99-99.9-9.9-9.9
5283220220422 17.2 10.7  9.519999-99.9-99.9-99.9-99.9-9.9 9916.2100 14.0 -99-99.9-9.9-9.9
5283220220423 22.0  5.7  0.009999-99.9-99.9-99.9-99.9-9.9 9912.8 82 10.5 -99-99.9-9.9-9.9
5283220220424 27.2 11.2 38.019999-99.9-99.9-99.9-99.9-9.9 9917.3 67 14.8 -99-99.9-9.9-9.9
5283220220425 26.8 20.2  2.519999-99.9-99.9-99.9-99.9-9.9 9926.1 93 21.8 -99-99.9-9.9-9.9
5283220220426 29.0 18.6  9.019999-99.9-99.9-99.9-99.9-9.9 9927.0 93 22.2 -99-99.9-9.9-9.9
5283220220427 25.8 13.8  1.019999-99.9-99.9-99.9-99.9-9.9 9918.9 88 16.2 -99-99.9-9.9-9.9
5283220220428 21.3 10.3  0.009999-99.9-99.9-99.9-99.9-9.9 9911.6 63  8.6 -99-99.9-9.9-9.9
5283220220429 17.2  5.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.9 62  5.3 -99-99.9-9.9-9.9
5283220220430 15.8  4.9  0.009999-99.9-99.9-99.9-99.9-9.9 9911.3 83  8.6 -99-99.9-9.9-9.9
5283220220501 21.0  7.0  0.009999-99.9-99.9-99.9-99.9-9.9 9911.1 73  8.4 -99-99.9-9.9-9.9
5283220220502 15.8  6.6  0.009999-99.9-99.9-99.9-99.9-9.9 9911.6 88  9.1 -99-99.9-9.9-9.9
5283220220503 20.2  6.3  0.009999-99.9-99.9-99.9-99.9-9.9 9911.8 85  9.3 -99-99.9-9.9-9.9
5283220220504 22.2  3.4  0.009999-99.9-99.9-99.9-99.9-9.9 9911.5 83  8.8 -99-99.9-9.9-9.9
5283220220505 24.7  3.4  0.009999-99.9-99.9-99.9-99.9-9.9 9913.6 83 11.1 -99-99.9-9.9-9.9
5283220220506 24.8  8.6  0.009999-99.9-99.9-99.9-99.9-9.9 9916.1 87 13.9 -99-99.9-9.9-9.9
5283220220507 25.4  8.7  0.009999-99.9-99.9-99.9-99.9-9.9 9915.6 84 13.5 -99-99.9-9.9-9.9
5283220220508 24.5  9.2  0.009999-99.9-99.9-99.9-99.9-9.9 9913.7 80 11.6 -99-99.9-9.9-9.9
5283220220509 23.6  6.2  0.009999-99.9-99.9-99.9-99.9-9.9 9914.5 86 12.2 -99-99.9-9.9-9.9
5283220220510 23.4  7.7  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 85-99.9 -99-99.9-9.9-9.9
5283220220511-99.9-22.3  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 83-99.9 -99-99.9-9.9-9.9
5283220220512-99.9-29.4  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 82-99.9 -99-99.9-9.9-9.9
