5294020150722-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5294020150805-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5294020150821 20.3  4.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.2 61  3.9 -99-99.9-9.9-9.9
5294020150822 18.0  3.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.4 43 -4.5 -99-99.9-9.9-9.9
5294020150823 16.2 -1.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.8 53 -3.2 -99-99.9-9.9-9.9
5294020150824 20.1 -1.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.4 49 -1.7 -99-99.9-9.9-9.9
5294020150825 21.6  4.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.2 35 -2.8 -99-99.9-9.9-9.9
5294020150826 23.3  2.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.5 36 -4.5 -99-99.9-9.9-9.9
5294020150827 20.6  1.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.9 41 -3.0 -99-99.9-9.9-9.9
5294020150828 23.1  5.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.3 31  0.0 -99-99.9-9.9-9.9
5294020150829 28.7 11.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.8 20 -3.8 -99-99.9-9.9-9.9
5294020150830 27.5  6.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.0 47  5.1 -99-99.9-9.9-9.9
5294020150831 18.3  7.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.9 55  5.2 -99-99.9-9.9-9.9
5294020150901 15.4  6.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.4 58  0.6 -99-99.9-9.9-9.9
5294020150902 18.4 -1.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.3 57  0.3 -99-99.9-9.9-9.9
5294020150903 20.5 -0.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.7 50 -1.1 -99-99.9-9.9-9.9
5294020150904 22.8  0.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.9 34 -3.1 -99-99.9-9.9-9.9
5294020150905 23.9  0.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.7 41 -1.0 -99-99.9-9.9-9.9
5294020150906 24.3  3.9  2.219999-99.9-99.9-99.9-99.9-9.9 99 7.8 53  3.3 -99-99.9-9.9-9.9
5294020150907 21.6  5.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.6 43  2.6 -99-99.9-9.9-9.9
5294020150908 22.4  1.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.8 39 -1.3 -99-99.9-9.9-9.9
5294020150909 16.4  2.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.8 47 -3.3 -99-99.9-9.9-9.9
5294020150910 14.7 -1.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.3 51 -5.2 -99-99.9-9.9-9.9
5294020150911 19.7 -6.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 2.9 31-10.0 -99-99.9-9.9-9.9
5294020150912 18.8 -2.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 3.4 31 -7.7 -99-99.9-9.9-9.9
5294020150913 21.0 -0.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 3.9 32 -6.0 -99-99.9-9.9-9.9
5294020150914 26.2  2.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.3 24 -4.8 -99-99.9-9.9-9.9
5294020150915 20.1  7.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.1 29 -5.5 -99-99.9-9.9-9.9
5294020150916 17.2 -1.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.5 41 -4.1 -99-99.9-9.9-9.9
5294020150917 21.2  0.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.6 31 -3.8 -99-99.9-9.9-9.9
5294020150918 18.9  4.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.1 40 -2.5 -99-99.9-9.9-9.9
5294020150919 22.9  2.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.4 37 -1.8 -99-99.9-9.9-9.9
5294020150920 23.2  5.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.6 38  0.9 -99-99.9-9.9-9.9
5294020150921 17.8  9.0  0.519999-99.9-99.9-99.9-99.9-9.9 9910.0 72  7.0 -99-99.9-9.9-9.9
5294020150922 13.9  6.3  0.219999-99.9-99.9-99.9-99.9-9.9 99 9.3 80  5.9 -99-99.9-9.9-9.9
5294020150923 21.5  6.0 18.019999-99.9-99.9-99.9-99.9-9.9 99 9.1 69  5.4 -99-99.9-9.9-9.9
5294020150924 18.3  3.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.7 73  4.9 -99-99.9-9.9-9.9
5294020150925 16.5 -1.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.5 57  0.7 -99-99.9-9.9-9.9
5294020150926 21.0  0.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.5 53  0.8 -99-99.9-9.9-9.9
5294020150927 22.6  4.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.8 43  1.4 -99-99.9-9.9-9.9
5294020150928 27.3  7.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.8 37  3.4 -99-99.9-9.9-9.9
5294020150929 19.9 10.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.8 51  3.2 -99-99.9-9.9-9.9
5294020150930 24.5  2.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.5 45  2.8 -99-99.9-9.9-9.9
5294020151001 16.3 10.3  9.019999-99.9-99.9-99.9-99.9-9.9 9910.6 80  7.8 -99-99.9-9.9-9.9
5294020151002 10.4  3.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.4 85  4.5 -99-99.9-9.9-9.9
5294020151003 12.4  5.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.8 79  5.2 -99-99.9-9.9-9.9
5294020151004 10.6  7.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.7 84  6.5 -99-99.9-9.9-9.9
5294020151005 16.6  8.5 15.219999-99.9-99.9-99.9-99.9-9.9 9910.3 68  7.4 -99-99.9-9.9-9.9
5294020151006 11.8  7.6 29.219999-99.9-99.9-99.9-99.9-9.9 9910.6 94  7.9 -99-99.9-9.9-9.9
5294020151007 13.9  4.4  4.219999-99.9-99.9-99.9-99.9-9.9 99 9.1 74  5.6 -99-99.9-9.9-9.9
5294020151008  9.6  3.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.8 74  1.3 -99-99.9-9.9-9.9
5294020151009  8.8  2.1  7.819999-99.9-99.9-99.9-99.9-9.9 99 7.5 91  2.9 -99-99.9-9.9-9.9
5294020151010  7.1  2.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.4 83  2.7 -99-99.9-9.9-9.9
5294020151011  8.8  3.5  0.219999-99.9-99.9-99.9-99.9-9.9 99 7.7 85  3.3 -99-99.9-9.9-9.9
5294020151012 14.3  2.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.4 86  4.4 -99-99.9-9.9-9.9
5294020151013 22.4  3.5  0.819999-99.9-99.9-99.9-99.9-9.9 99 8.6 47  4.7 -99-99.9-9.9-9.9
5294020151014 17.3  7.9  0.519999-99.9-99.9-99.9-99.9-9.9 99 9.0 65  4.9 -99-99.9-9.9-9.9
5294020151015 17.7  0.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.5 58  0.8 -99-99.9-9.9-9.9
5294020151016 15.7  4.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.6 41 -1.4 -99-99.9-9.9-9.9
5294020151017 21.0  3.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.3 48  2.3 -99-99.9-9.9-9.9
5294020151018 24.9  3.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.0 47  3.8 -99-99.9-9.9-9.9
5294020151019 18.1  7.0  7.219999-99.9-99.9-99.9-99.9-9.9 9910.7 77  7.8 -99-99.9-9.9-9.9
5294020151020 21.3  3.7  0.519999-99.9-99.9-99.9-99.9-9.9 99 9.7 55  6.4 -99-99.9-9.9-9.9
5294020151021 21.9  5.9  1.219999-99.9-99.9-99.9-99.9-9.9 99 8.6 46  4.5 -99-99.9-9.9-9.9
5294020151022 16.4  6.7  1.819999-99.9-99.9-99.9-99.9-9.9 99 8.7 60  4.9 -99-99.9-9.9-9.9
5294020151023 10.7  5.9  0.219999-99.9-99.9-99.9-99.9-9.9 99 8.8 86  5.2 -99-99.9-9.9-9.9
5294020151024 11.5  4.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.1 86  3.9 -99-99.9-9.9-9.9
5294020151025 16.9  5.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.0 74  5.3 -99-99.9-9.9-9.9
5294020151026 21.9  7.3  0.009999-99.9-99.9-99.9-99.9-9.9 9910.0 59  7.0 -99-99.9-9.9-9.9
5294020151027 26.1  4.6  0.009999-99.9-99.9-99.9-99.9-9.9 9910.4 56  7.5 -99-99.9-9.9-9.9
5294020151028 30.5 10.1  0.009999-99.9-99.9-99.9-99.9-9.9 9913.0 50 10.8 -99-99.9-9.9-9.9
5294020151029 24.4 10.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.8 35  3.2 -99-99.9-9.9-9.9
5294020151030 23.3  8.3 16.019999-99.9-99.9-99.9-99.9-9.9 9911.2 69  8.6 -99-99.9-9.9-9.9
5294020151031 16.8  9.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.9 76  6.7 -99-99.9-9.9-9.9
5294020151101 22.0  4.0  0.219999-99.9-99.9-99.9-99.9-9.9 99 9.2 60  5.6 -99-99.9-9.9-9.9
5294020151102 22.9 10.0 10.819999-99.9-99.9-99.9-99.9-9.9 9912.7 69 10.5 -99-99.9-9.9-9.9
5294020151103 21.0  9.6 11.219999-99.9-99.9-99.9-99.9-9.9 9912.1 79  9.8 -99-99.9-9.9-9.9
5294020151104 17.8 10.0  1.219999-99.9-99.9-99.9-99.9-9.9 9912.0 87  9.7 -99-99.9-9.9-9.9
5294020151105 21.0  5.3  0.009999-99.9-99.9-99.9-99.9-9.9 9910.7 66  7.9 -99-99.9-9.9-9.9
5294020151106 24.9  6.5  0.009999-99.9-99.9-99.9-99.9-9.9 9910.1 48  7.0 -99-99.9-9.9-9.9
5294020151107 27.2  6.4  0.009999-99.9-99.9-99.9-99.9-9.9 9910.2 44  7.2 -99-99.9-9.9-9.9
5294020151108 27.5  7.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.4 34  4.1 -99-99.9-9.9-9.9
5294020151109 23.7  7.0 16.819999-99.9-99.9-99.9-99.9-9.9 99 9.8 52  6.6 -99-99.9-9.9-9.9
5294020151110 18.8  9.4  1.019999-99.9-99.9-99.9-99.9-9.9 9911.1 68  8.3 -99-99.9-9.9-9.9
5294020151111 24.5 10.0 20.019999-99.9-99.9-99.9-99.9-9.9 9914.2 65 12.2 -99-99.9-9.9-9.9
5294020151112 23.5 11.6  0.009999-99.9-99.9-99.9-99.9-9.9 9912.8 72 10.5 -99-99.9-9.9-9.9
5294020151113 25.8  8.1  0.009999-99.9-99.9-99.9-99.9-9.9 9912.2 58  9.8 -99-99.9-9.9-9.9
5294020151114 29.8  8.7  0.009999-99.9-99.9-99.9-99.9-9.9 9911.3 45  8.6 -99-99.9-9.9-9.9
5294020151115 29.8 12.6  1.819999-99.9-99.9-99.9-99.9-9.9 9911.7 38  9.1 -99-99.9-9.9-9.9
5294020151116 29.5 13.3  0.009999-99.9-99.9-99.9-99.9-9.9 9912.7 47 10.4 -99-99.9-9.9-9.9
5294020151117 22.4 12.4  1.019999-99.9-99.9-99.9-99.9-9.9 9911.9 52  9.3 -99-99.9-9.9-9.9
5294020151118 25.4 11.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.0 34  4.7 -99-99.9-9.9-9.9
5294020151119 19.2  6.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.7 52  3.1 -99-99.9-9.9-9.9
5294020151120 22.5  2.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.3 41  2.4 -99-99.9-9.9-9.9
5294020151121 25.7  5.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.1 32  3.8 -99-99.9-9.9-9.9
5294020151122 26.5 10.1  0.009999-99.9-99.9-99.9-99.9-9.9 9910.2 38  7.1 -99-99.9-9.9-9.9
5294020151123 25.9 10.7  0.009999-99.9-99.9-99.9-99.9-9.9 9911.0 46  8.2 -99-99.9-9.9-9.9
5294020151124 26.8  8.1  0.009999-99.9-99.9-99.9-99.9-9.9 9910.8 41  7.8 -99-99.9-9.9-9.9
5294020151125 28.9 11.7  2.019999-99.9-99.9-99.9-99.9-9.9 9912.6 52 10.1 -99-99.9-9.9-9.9
5294020151126 21.1 12.2 12.019999-99.9-99.9-99.9-99.9-9.9 9913.2 76 11.0 -99-99.9-9.9-9.9
5294020151127 23.0  6.9  0.009999-99.9-99.9-99.9-99.9-9.9 9911.0 56  8.2 -99-99.9-9.9-9.9
5294020151128 21.6 10.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.8 55  6.6 -99-99.9-9.9-9.9
5294020151129 24.0  6.5  0.009999-99.9-99.9-99.9-99.9-9.9 9910.8 52  8.0 -99-99.9-9.9-9.9
5294020151130 27.3  7.2  0.009999-99.9-99.9-99.9-99.9-9.9 9911.5 45  9.0 -99-99.9-9.9-9.9
5294020151201 28.5  9.4  8.219999-99.9-99.9-99.9-99.9-9.9 9911.6 47  8.9 -99-99.9-9.9-9.9
5294020151202 19.0 12.6  0.819999-99.9-99.9-99.9-99.9-9.9 9915.3 89 13.4 -99-99.9-9.9-9.9
5294020151203 26.1 11.6  0.009999-99.9-99.9-99.9-99.9-9.9 9913.5 57 11.4 -99-99.9-9.9-9.9
5294020151204 28.0  9.9  1.519999-99.9-99.9-99.9-99.9-9.9 9913.7 57 11.7 -99-99.9-9.9-9.9
5294020151205 25.7 13.9  1.019999-99.9-99.9-99.9-99.9-9.9 9915.3 77 13.3 -99-99.9-9.9-9.9
5294020151206 26.7 12.3  0.009999-99.9-99.9-99.9-99.9-9.9 9915.3 67 13.3 -99-99.9-9.9-9.9
5294020151207 30.3 12.9  0.219999-99.9-99.9-99.9-99.9-9.9 9915.2 52 13.2 -99-99.9-9.9-9.9
5294020151208 26.3 14.9  0.009999-99.9-99.9-99.9-99.9-9.9 9912.7 45 10.2 -99-99.9-9.9-9.9
5294020151209 29.6 10.2  0.009999-99.9-99.9-99.9-99.9-9.9 9911.6 46  9.0 -99-99.9-9.9-9.9
5294020151210 32.8 11.6  0.009999-99.9-99.9-99.9-99.9-9.9 9910.1 32  6.9 -99-99.9-9.9-9.9
5294020151211 34.1 12.7  0.009999-99.9-99.9-99.9-99.9-9.9 9910.3 28  7.3 -99-99.9-9.9-9.9
5294020151212 32.9 14.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.5 26  4.3 -99-99.9-9.9-9.9
5294020151213 30.9 12.0  0.519999-99.9-99.9-99.9-99.9-9.9 99 9.6 29  6.1 -99-99.9-9.9-9.9
5294020151214 28.3 12.4  0.219999-99.9-99.9-99.9-99.9-9.9 9910.9 39  8.1 -99-99.9-9.9-9.9
5294020151215 26.9 12.8  0.009999-99.9-99.9-99.9-99.9-9.9 9911.9 45  9.3 -99-99.9-9.9-9.9
5294020151216 32.3 12.0  0.009999-99.9-99.9-99.9-99.9-9.9 9913.1 41 10.9 -99-99.9-9.9-9.9
5294020151217 29.3  9.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.1 26  1.9 -99-99.9-9.9-9.9
5294020151218 22.5 10.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.2 30  0.1 -99-99.9-9.9-9.9
5294020151219 27.6  5.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.9 32  3.5 -99-99.9-9.9-9.9
5294020151220 30.2  7.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.5 31  6.3 -99-99.9-9.9-9.9
5294020151221 30.7 12.6  0.009999-99.9-99.9-99.9-99.9-9.9 9911.6 36  9.1 -99-99.9-9.9-9.9
5294020151222 30.2 14.8  0.009999-99.9-99.9-99.9-99.9-9.9 9910.9 35  8.1 -99-99.9-9.9-9.9
5294020151223 31.3 13.6  6.519999-99.9-99.9-99.9-99.9-9.9 9915.2 51 13.1 -99-99.9-9.9-9.9
5294020151224 31.5 12.1  0.009999-99.9-99.9-99.9-99.9-9.9 9914.7 45 12.7 -99-99.9-9.9-9.9
5294020151225 35.3 13.8  5.819999-99.9-99.9-99.9-99.9-9.9 9914.1 37 12.0 -99-99.9-9.9-9.9
5294020151226 35.5 13.9  0.009999-99.9-99.9-99.9-99.9-9.9 9915.0 37 13.0 -99-99.9-9.9-9.9
5294020151227 36.4 16.3  0.009999-99.9-99.9-99.9-99.9-9.9 9915.4 39 13.3 -99-99.9-9.9-9.9
5294020151228 36.9 16.4 59.219999-99.9-99.9-99.9-99.9-9.9 9915.8 35 13.8 -99-99.9-9.9-9.9
5294020151229 32.7 15.1  2.519999-99.9-99.9-99.9-99.9-9.9 9917.1 44 14.9 -99-99.9-9.9-9.9
5294020151230 28.4 16.3 28.519999-99.9-99.9-99.9-99.9-9.9 9917.5 65 15.4 -99-99.9-9.9-9.9
5294020151231 28.7 15.4  0.009999-99.9-99.9-99.9-99.9-9.9 9918.3 67 16.0 -99-99.9-9.9-9.9
5294020160101 30.4 17.0 14.819999-99.9-99.9-99.9-99.9-9.9 9919.4 75 17.0 -99-99.9-9.9-9.9
5294020160102 30.8 16.3  1.019999-99.9-99.9-99.9-99.9-9.9 9919.4 63 17.0 -99-99.9-9.9-9.9
5294020160103 28.0 16.7 24.519999-99.9-99.9-99.9-99.9-9.9 9920.0 72 17.4 -99-99.9-9.9-9.9
5294020160104 26.9 15.0  8.019999-99.9-99.9-99.9-99.9-9.9 9918.7 79 16.4 -99-99.9-9.9-9.9
5294020160105 25.9 14.8  0.009999-99.9-99.9-99.9-99.9-9.9 9916.8 77 14.7 -99-99.9-9.9-9.9
5294020160106 29.2 13.6  6.219999-99.9-99.9-99.9-99.9-9.9 9916.1 62 14.1 -99-99.9-9.9-9.9
5294020160107 25.1 15.5  4.819999-99.9-99.9-99.9-99.9-9.9 9917.6 89 15.4 -99-99.9-9.9-9.9
5294020160108 27.9 15.0  3.019999-99.9-99.9-99.9-99.9-9.9 9917.6 71 15.5 -99-99.9-9.9-9.9
5294020160109 20.2 14.9  0.009999-99.9-99.9-99.9-99.9-9.9 9916.8 88 14.8 -99-99.9-9.9-9.9
5294020160110 29.2 12.4  0.009999-99.9-99.9-99.9-99.9-9.9 9917.5 64 15.3 -99-99.9-9.9-9.9
5294020160111 30.8 14.4  0.009999-99.9-99.9-99.9-99.9-9.9 9919.3 72 16.9 -99-99.9-9.9-9.9
5294020160112 28.4 17.0  0.009999-99.9-99.9-99.9-99.9-9.9 9913.4 43 10.9 -99-99.9-9.9-9.9
5294020160113 29.5 14.5  0.009999-99.9-99.9-99.9-99.9-9.9 9913.8 49 11.6 -99-99.9-9.9-9.9
5294020160114 32.8 11.9  0.009999-99.9-99.9-99.9-99.9-9.9 9914.9 47 12.9 -99-99.9-9.9-9.9
5294020160115 30.3 16.9  0.009999-99.9-99.9-99.9-99.9-9.9 9913.5 38 10.9 -99-99.9-9.9-9.9
5294020160116 33.3 14.6  0.009999-99.9-99.9-99.9-99.9-9.9 9915.7 42 13.6 -99-99.9-9.9-9.9
5294020160117 30.2 19.0  0.009999-99.9-99.9-99.9-99.9-9.9 9914.8 38 12.5 -99-99.9-9.9-9.9
5294020160118 33.1 18.4  0.009999-99.9-99.9-99.9-99.9-9.9 9919.3 55 16.9 -99-99.9-9.9-9.9
5294020160119 36.4 18.1  0.009999-99.9-99.9-99.9-99.9-9.9 9919.7 47 17.2 -99-99.9-9.9-9.9
5294020160120 35.0 21.5  0.009999-99.9-99.9-99.9-99.9-9.9 9920.9 57 18.2 -99-99.9-9.9-9.9
5294020160121 35.6 20.1  0.009999-99.9-99.9-99.9-99.9-9.9 9918.7 48 16.4 -99-99.9-9.9-9.9
5294020160122 35.0 18.5  0.009999-99.9-99.9-99.9-99.9-9.9 9914.0 33 11.8 -99-99.9-9.9-9.9
5294020160123 35.4 19.8 45.219999-99.9-99.9-99.9-99.9-9.9 9916.3 45 14.1 -99-99.9-9.9-9.9
5294020160124 27.5 16.6  0.219999-99.9-99.9-99.9-99.9-9.9 9916.9 66 14.6 -99-99.9-9.9-9.9
5294020160125 23.3 15.0  0.009999-99.9-99.9-99.9-99.9-9.9 9914.9 75 12.7 -99-99.9-9.9-9.9
5294020160126 26.4 10.4  0.009999-99.9-99.9-99.9-99.9-9.9 9913.0 58 10.8 -99-99.9-9.9-9.9
5294020160127 30.8 11.6  0.219999-99.9-99.9-99.9-99.9-9.9 9914.1 50 12.0 -99-99.9-9.9-9.9
5294020160128 27.5 16.7  0.009999-99.9-99.9-99.9-99.9-9.9 9918.2 76 16.0 -99-99.9-9.9-9.9
5294020160129 29.3 16.3 14.219999-99.9-99.9-99.9-99.9-9.9 9917.6 69 15.4 -99-99.9-9.9-9.9
5294020160130 28.3 12.6  0.009999-99.9-99.9-99.9-99.9-9.9 9914.9 61 12.7 -99-99.9-9.9-9.9
5294020160131 30.3 13.7  0.009999-99.9-99.9-99.9-99.9-9.9 9915.2 52 13.1 -99-99.9-9.9-9.9
5294020160201 29.3 14.6  0.009999-99.9-99.9-99.9-99.9-9.9 9916.4 61 14.4 -99-99.9-9.9-9.9
5294020160202 29.4 13.2  0.009999-99.9-99.9-99.9-99.9-9.9 9916.1 58 14.1 -99-99.9-9.9-9.9
5294020160203 32.2 11.7  0.009999-99.9-99.9-99.9-99.9-9.9 9915.2 49 13.2 -99-99.9-9.9-9.9
5294020160204 31.4 14.8  9.219999-99.9-99.9-99.9-99.9-9.9 9917.3 63 15.2 -99-99.9-9.9-9.9
5294020160205 26.9 15.5  7.019999-99.9-99.9-99.9-99.9-9.9 9919.1 69 16.7 -99-99.9-9.9-9.9
5294020160206 29.8 16.8  0.219999-99.9-99.9-99.9-99.9-9.9 9920.2 77 17.7 -99-99.9-9.9-9.9
5294020160207 26.6 17.5  0.009999-99.9-99.9-99.9-99.9-9.9 9920.2 75 17.6 -99-99.9-9.9-9.9
5294020160208 30.7 14.6  0.219999-99.9-99.9-99.9-99.9-9.9 9918.1 59 15.9 -99-99.9-9.9-9.9
5294020160209 31.5 15.5  0.219999-99.9-99.9-99.9-99.9-9.9 9919.0 62 16.6 -99-99.9-9.9-9.9
5294020160210 33.3 18.4  0.009999-99.9-99.9-99.9-99.9-9.9 9921.3 57 18.4 -99-99.9-9.9-9.9
5294020160211 32.2 18.1  0.009999-99.9-99.9-99.9-99.9-9.9 9921.7 61 18.8 -99-99.9-9.9-9.9
5294020160212 35.6 19.6  0.009999-99.9-99.9-99.9-99.9-9.9 9922.4 56 19.2 -99-99.9-9.9-9.9
5294020160213 29.4 17.9  0.009999-99.9-99.9-99.9-99.9-9.9 9913.4 37 11.0 -99-99.9-9.9-9.9
5294020160214 33.5 10.4 10.819999-99.9-99.9-99.9-99.9-9.9 9912.6 41 10.3 -99-99.9-9.9-9.9
5294020160215 33.2 17.5  0.009999-99.9-99.9-99.9-99.9-9.9 9919.9 68 17.3 -99-99.9-9.9-9.9
5294020160216 36.3 17.1  1.519999-99.9-99.9-99.9-99.9-9.9 9919.1 51 16.6 -99-99.9-9.9-9.9
5294020160217 31.3 14.3  0.009999-99.9-99.9-99.9-99.9-9.9 9911.5 33  8.4 -99-99.9-9.9-9.9
5294020160218 35.7 12.3  0.009999-99.9-99.9-99.9-99.9-9.9 9912.6 41 10.2 -99-99.9-9.9-9.9
5294020160219 27.3 13.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.7 36  4.6 -99-99.9-9.9-9.9
5294020160220 31.9 10.2  0.009999-99.9-99.9-99.9-99.9-9.9 9913.8 46 11.5 -99-99.9-9.9-9.9
5294020160221 34.6 15.4  0.009999-99.9-99.9-99.9-99.9-9.9 9918.6 51 16.4 -99-99.9-9.9-9.9
5294020160222 37.3 17.4  5.219999-99.9-99.9-99.9-99.9-9.9 9919.7 53 17.2 -99-99.9-9.9-9.9
5294020160223 31.9 18.2  0.009999-99.9-99.9-99.9-99.9-9.9 9918.7 52 16.1 -99-99.9-9.9-9.9
5294020160224 32.6 15.2  0.009999-99.9-99.9-99.9-99.9-9.9 9914.4 46 12.0 -99-99.9-9.9-9.9
5294020160225 31.8 11.7  0.009999-99.9-99.9-99.9-99.9-9.9 9912.1 44  9.5 -99-99.9-9.9-9.9
5294020160226 28.4 12.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.4 35  5.7 -99-99.9-9.9-9.9
5294020160227 29.1  8.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.3 38  5.8 -99-99.9-9.9-9.9
5294020160228 31.0 11.0  0.009999-99.9-99.9-99.9-99.9-9.9 9911.0 43  8.2 -99-99.9-9.9-9.9
5294020160229 30.7 12.1  0.009999-99.9-99.9-99.9-99.9-9.9 9913.7 52 11.6 -99-99.9-9.9-9.9
5294020160301 22.7 17.9  0.009999-99.9-99.9-99.9-99.9-9.9 9915.8 66 13.8 -99-99.9-9.9-9.9
