5280220180225 27.6 16.3  0.009999-99.9-99.9-99.9-99.9-9.9 9918.2 70 15.3   3  2.4-9.9-9.9
5280220180226 29.4 16.7  0.009999-99.9-99.9-99.9-99.9-9.9 9919.9 77 16.4   2  1.7-9.9-9.9
5280220180227 33.6 16.0  0.009999-99.9-99.9-99.9-99.9-9.9 9921.9 77 17.2   1  0.9-9.9-9.9
5280220180228 29.8 17.5  0.009999-99.9-99.9-99.9-99.9-9.9 9919.1 69 16.0   2  1.8-9.9-9.9
5280220180301 33.9 17.2  0.009999-99.9-99.9-99.9-99.9-9.9 9922.3 75 17.4   1  0.6-9.9-9.9
5280220180302 33.2 17.5  0.009999-99.9-99.9-99.9-99.9-9.9 9922.4 72 17.5   2  1.2-9.9-9.9
5280220180303 35.4 17.6  0.009999-99.9-99.9-99.9-99.9-9.9 9924.1 75 18.1   1  0.4-9.9-9.9
5280220180304 35.0 16.8  0.009999-99.9-99.9-99.9-99.9-9.9 9923.6 75 18.1   1  0.4-9.9-9.9
5280220180305 28.8 17.5  0.009999-99.9-99.9-99.9-99.9-9.9 9918.9 67 15.8   2  2.0-9.9-9.9
5280220180306 25.9 12.1  0.009999-99.9-99.9-99.9-99.9-9.9 9914.5 68 11.4   2  1.6-9.9-9.9
5280220180307 28.5 10.5  0.009999-99.9-99.9-99.9-99.9-9.9 9915.0 66 11.2   1  0.5-9.9-9.9
5280220180308 32.3 10.8  0.009999-99.9-99.9-99.9-99.9-9.9 9917.8 66 13.4   1  0.4-9.9-9.9
5280220180309 34.0 13.9  0.009999-99.9-99.9-99.9-99.9-9.9 9920.6 67 15.7   0  0.3-9.9-9.9
5280220180310 35.2 15.1  0.009999-99.9-99.9-99.9-99.9-9.9 9923.0 67 17.4   1  0.8-9.9-9.9
5280220180311 25.0 12.9  0.009999-99.9-99.9-99.9-99.9-9.9 9914.3 69 11.5   2  1.7-9.9-9.9
5280220180312 28.0  9.7  0.009999-99.9-99.9-99.9-99.9-9.9 9914.2 65 10.4   1  0.7-9.9-9.9
5280220180313 30.4 11.4  0.009999-99.9-99.9-99.9-99.9-9.9 9916.6 66 12.6   1  0.8-9.9-9.9
5280220180314 32.8 12.4  0.009999-99.9-99.9-99.9-99.9-9.9 9917.6 64 13.8   1  0.4-9.9-9.9
5280220180315 24.6 11.6  0.009999-99.9-99.9-99.9-99.9-9.9 9913.2 66 10.1   4  2.8-9.9-9.9
5280220180316 28.5  9.7  0.009999-99.9-99.9-99.9-99.9-9.9 9914.3 65 10.4   1  0.5-9.9-9.9
5280220180317 29.9 13.3 25.019999-99.9-99.9-99.9-99.9-9.9 9917.5 65 14.4   1  0.5-9.9-9.9
5280220180318 23.9 14.1 10.519999-99.9-99.9-99.9-99.9-9.9 9915.1 64 12.7   2  2.0-9.9-9.9
5280220180319 26.9  8.8  0.219999-99.9-99.9-99.9-99.9-9.9 9913.3 65  9.3   1  0.7-9.9-9.9
5280220180320 28.0  8.7  0.009999-99.9-99.9-99.9-99.9-9.9 9914.0 69 10.2   2  1.7-9.9-9.9
5280220180321 21.0 11.0  0.009999-99.9-99.9-99.9-99.9-9.9 9911.7 65  8.7   3  2.2-9.9-9.9
5280220180322 25.6 11.2  0.009999-99.9-99.9-99.9-99.9-9.9 9913.5 68 10.5   1  0.6-9.9-9.9
5280220180323 31.8 14.3  0.009999-99.9-99.9-99.9-99.9-9.9 9918.6 67 14.9   1  0.5-9.9-9.9
5280220180324 25.9 12.9  2.219999-99.9-99.9-99.9-99.9-9.9 9914.5 69 11.7   1  1.0-9.9-9.9
5280220180325 19.9  9.8  0.009999-99.9-99.9-99.9-99.9-9.9 9910.5 65  7.0   4  2.8-9.9-9.9
5280220180326 23.4  7.6  0.219999-99.9-99.9-99.9-99.9-9.9 9911.3 67  7.5   1  0.6-9.9-9.9
5280220180327 25.9  9.3  0.009999-99.9-99.9-99.9-99.9-9.9 9913.0 63  9.7   1  1.1-9.9-9.9
5280220180328 29.3 13.7  0.219999-99.9-99.9-99.9-99.9-9.9 9916.2 66 13.0   1  0.4-9.9-9.9
5280220180329 32.0 13.4  0.009999-99.9-99.9-99.9-99.9-9.9 9917.5 65 13.8   0  0.3-9.9-9.9
5280220180330 33.3 14.7  0.219999-99.9-99.9-99.9-99.9-9.9 9919.1 65 15.1   0  0.2-9.9-9.9
5280220180331 29.9 15.9  0.009999-99.9-99.9-99.9-99.9-9.9 9918.1 65 15.1   3  2.6-9.9-9.9
5280220180401 25.1 20.9  0.009999-99.9-99.9-99.9-99.9-9.9 9916.5 65 14.4   5  3.9-9.9-9.9
5280220180402 25.6 18.3  0.009999-99.9-99.9-99.9-99.9-9.9 9915.8 63 13.4   3  2.3-9.9-9.9
5280220180403 26.4 12.7  0.219999-99.9-99.9-99.9-99.9-9.9 9914.1 64 11.2   1  0.8-9.9-9.9
5280220180404 30.1 13.8  0.219999-99.9-99.9-99.9-99.9-9.9 9916.1 65 12.8   0  0.2-9.9-9.9
5280220180405 32.5 14.6  0.009999-99.9-99.9-99.9-99.9-9.9 9918.1 65 14.3   0  0.3-9.9-9.9
5280220180406 20.7 17.5 14.819999-99.9-99.9-99.9-99.9-9.9 9913.1 60 11.0   4  2.9-9.9-9.9
5280220180407 22.6 17.5  1.819999-99.9-99.9-99.9-99.9-9.9 9913.4 60 11.2   1  0.4-9.9-9.9
5280220180408 24.8 16.6  3.019999-99.9-99.9-99.9-99.9-9.9 9913.8 63 11.6   1  0.5-9.9-9.9
5280220180409 31.0 16.4  0.009999-99.9-99.9-99.9-99.9-9.9 9918.2 64 15.2   1  0.7-9.9-9.9
5280220180410 32.2 20.6  0.009999-99.9-99.9-99.9-99.9-9.9 9920.2 63 16.9   1  0.8-9.9-9.9
5280220180411 34.1 19.9 23.519999-99.9-99.9-99.9-99.9-9.9 9922.1 62 18.4   2  1.6-9.9-9.9
5280220180412 25.0 10.6  0.219999-99.9-99.9-99.9-99.9-9.9 9911.2 60  8.2   3  2.2-9.9-9.9
5280220180413 20.6  6.5  0.219999-99.9-99.9-99.9-99.9-9.9 9910.1 63  6.1   1  0.9-9.9-9.9
5280220180414 24.2  9.2  0.219999-99.9-99.9-99.9-99.9-9.9 9912.3 62  9.1   1  1.1-9.9-9.9
5280220180415 27.8 11.7  0.009999-99.9-99.9-99.9-99.9-9.9 9914.3 64 11.0   1  0.7-9.9-9.9
5280220180416 29.0 13.6  0.219999-99.9-99.9-99.9-99.9-9.9 9915.9 64 12.8   1  0.6-9.9-9.9
5280220180417 29.8 15.1  0.219999-99.9-99.9-99.9-99.9-9.9 9916.8 66 13.6   0  0.3-9.9-9.9
5280220180418 31.6 16.5  0.009999-99.9-99.9-99.9-99.9-9.9 9918.7 66 15.4   1  0.6-9.9-9.9
5280220180419 32.9 17.0 29.019999-99.9-99.9-99.9-99.9-9.9 9919.7 64 16.2   1  0.4-9.9-9.9
5280220180420 24.5 20.0  0.519999-99.9-99.9-99.9-99.9-9.9 9915.8 61 13.8   1  0.5-9.9-9.9
5280220180421 26.2 20.0  0.009999-99.9-99.9-99.9-99.9-9.9 9916.3 61 14.1   1  0.7-9.9-9.9
5280220180422 29.9 18.3 27.519999-99.9-99.9-99.9-99.9-9.9 9918.1 65 15.3   1  1.0-9.9-9.9
5280220180423 23.3 18.6  0.219999-99.9-99.9-99.9-99.9-9.9 9914.9 60 12.8   3  2.2-9.9-9.9
5280220180424 23.0 19.7  0.009999-99.9-99.9-99.9-99.9-9.9 9915.0 60 12.9   1  0.9-9.9-9.9
5280220180425 28.8 19.3  0.009999-99.9-99.9-99.9-99.9-9.9 9916.9 62 14.5   1  0.5-9.9-9.9
5280220180426 27.8 18.0  0.219999-99.9-99.9-99.9-99.9-9.9 9917.1 64 14.7   0  0.4-9.9-9.9
5280220180427 32.1 20.9  8.519999-99.9-99.9-99.9-99.9-9.9 9920.4 65 17.1   1  1.0-9.9-9.9
5280220180428 22.9 19.4 51.519999-99.9-99.9-99.9-99.9-9.9 9915.1 59 13.1   1  1.1-9.9-9.9
5280220180429 21.4 18.4 35.519999-99.9-99.9-99.9-99.9-9.9 9913.4 58 11.3   1  1.1-9.9-9.9
5280220180430 21.8 18.2  3.519999-99.9-99.9-99.9-99.9-9.9 9913.5 60 11.3   3  2.6-9.9-9.9
5280220180501 18.3 13.6  3.519999-99.9-99.9-99.9-99.9-9.9 9910.4 59  7.5   1  1.1-9.9-9.9
5280220180502 17.9 15.7 24.019999-99.9-99.9-99.9-99.9-9.9 9911.2 58  8.6   1  0.7-9.9-9.9
5280220180503 23.0 16.5  1.819999-99.9-99.9-99.9-99.9-9.9 9913.1 61 10.8   1  0.8-9.9-9.9
5280220180504 20.9 16.3  0.219999-99.9-99.9-99.9-99.9-9.9 9913.0 60 10.8   1  0.8-9.9-9.9
5280220180505 22.8 17.7  0.009999-99.9-99.9-99.9-99.9-9.9 9913.9 61 11.7   2  1.5-9.9-9.9
5280220180506 23.2 15.1  0.009999-99.9-99.9-99.9-99.9-9.9 9913.5 60 11.2   1  1.1-9.9-9.9
5280220180507 24.5-14.9  0.009999-99.9-99.9-99.9-99.9-9.9 9919.1 76 16.4   1  1.1-9.9-9.9
5280220180508 21.6 18.4  7.519999-99.9-99.9-99.9-99.9-9.9 9910.6 41  5.9   1  0.4-9.9-9.9
5280220180509 21.2 17.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 3.7 15-99.9   0  0.3-9.9-9.9
5280220180510 20.7 17.7-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9 -99-99.9-9.9-9.9
5280220180511-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5280220180512-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5280220180513 21.4  9.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 0.4  2-99.9   0  0.2-9.9-9.9
5280220180514 22.6 13.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 0.1  5-99.9   0  0.3-9.9-9.9
5280220180515 21.0  8.1-99.999999-99.9-99.9-99.9-99.9-9.9 99 2.9 13-99.9   1  0.7-9.9-9.9
5280220180516-99.9-99.9  0.519999-99.9-99.9-99.9-99.9-9.9 99-9.9 22-99.9 -99-99.9-9.9-9.9
5280220180517-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5280220180518-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5280220180519-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5280220180520-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5280220180521-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5280220180522-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5280220180523-99.9-99.9  0.219999-99.9-99.9-99.9-99.9-9.9 99 0.6  3-99.9 -99-99.9-9.9-9.9
5280220180524 21.2  4.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 0.4  7-99.9   1  0.5-9.9-9.9
5280220180525 20.9  2.7  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   1  0.5-9.9-9.9
5280220180526 22.4  4.2  0.219999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   1  0.4-9.9-9.9
5280220180527 24.3 10.7  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   0  0.3-9.9-9.9
5280220180528 26.7 12.9  1.219999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   2  1.6-9.9-9.9
5280220180529 25.6 17.8  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   2  1.7-9.9-9.9
5280220180530 22.0 12.8  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   4  2.9-9.9-9.9
5280220180531-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5280220180601-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5280220180602-99.9-99.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 0.0  0-99.9 -99-99.9-9.9-9.9
5280220180603 13.1  1.1  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   1  1.0-9.9-9.9
5280220180604 14.7  6.0  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   0  0.3-9.9-9.9
5280220180605 14.5  4.5  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   1  0.7-9.9-9.9
5280220180606 17.5  4.3  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   2  1.6-9.9-9.9
5280220180607 14.4  2.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 1.3 18-99.9   2  1.8-9.9-9.9
5280220180608 17.5 -0.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 0.2  8-99.9   1  1.2-9.9-9.9
5280220180609 19.7  3.9  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   1  0.6-9.9-9.9
5280220180610 18.0 11.0  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   1  1.1-9.9-9.9
5280220180611 15.3 10.4  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   3  2.7-9.9-9.9
5280220180612 13.6  6.6-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9  0-99.9   3  2.7-9.9-9.9
5280220180613-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99 5.1 53-99.9 -99-99.9-9.9-9.9
5280220180614 12.4 -0.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.2 87  2.2   1  0.7-9.9-9.9
5280220180615 13.2 -1.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.0 83  1.6   1  0.6-9.9-9.9
5280220180616 14.6 -2.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.7 82  1.1   1  0.6-9.9-9.9
5280220180617 16.1 -1.3  0.219999-99.9-99.9-99.9-99.9-9.9 99 7.6 82  2.8   1  1.2-9.9-9.9
5280220180618 19.4  1.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.6 78  4.7   2  1.3-9.9-9.9
5280220180619 20.3  2.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.7 82  6.4   1  1.0-9.9-9.9
5280220180620 23.3  3.6  0.819999-99.9-99.9-99.9-99.9-9.9 9913.8 83 11.1   1  0.5-9.9-9.9
5280220180621 18.4  3.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.6 64  5.4   2  1.9-9.9-9.9
5280220180622 17.0 -0.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.6 80  4.4   2  1.3-9.9-9.9
5280220180623 18.4  3.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.4 65  4.1   2  1.8-9.9-9.9
5280220180624 11.7 -3.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.9 76 -3.2   1  0.7-9.9-9.9
5280220180625 16.5 -3.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.4 73  0.4   2  1.2-9.9-9.9
5280220180626 18.2 -0.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.3 78  2.4   1  1.1-9.9-9.9
5280220180627 21.5 -0.4  0.219999-99.9-99.9-99.9-99.9-9.9 99 8.9 81  5.0   1  1.2-9.9-9.9
5280220180628 18.5  3.2  0.009999-99.9-99.9-99.9-99.9-9.9 9912.0 89  9.3   2  1.3-9.9-9.9
5280220180629 20.0  7.5  0.009999-99.9-99.9-99.9-99.9-9.9 9912.7 87 10.3   1  0.9-9.9-9.9
5280220180630 18.2  3.7  0.219999-99.9-99.9-99.9-99.9-9.9 9912.5 93 10.0   1  1.0-9.9-9.9
5280220180701 17.5 11.2  0.009999-99.9-99.9-99.9-99.9-9.9 9916.3 99 14.2   1  0.8-9.9-9.9
5280220180702 15.1  5.4  0.009999-99.9-99.9-99.9-99.9-9.9 9911.8 88  9.1   2  1.7-9.9-9.9
5280220180703 10.4  1.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.4 80  2.5   2  1.8-9.9-9.9
5280220180704  9.8  5.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.4 82  4.5   1  1.2-9.9-9.9
5280220180705 12.8  8.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.6 79  6.3   4  3.2-9.9-9.9
5280220180706 11.4  7.2  6.219999-99.9-99.9-99.9-99.9-9.9 9911.2 91  8.6   5  3.6-9.9-9.9
5280220180707 12.5 10.7  5.019999-99.9-99.9-99.9-99.9-9.9 9913.4100 11.3   4  2.8-9.9-9.9
5280220180708 15.6  5.8  0.219999-99.9-99.9-99.9-99.9-9.9 9910.9 87  8.1   2  1.7-9.9-9.9
5280220180709 12.0  4.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.9 89  6.9   1  0.8-9.9-9.9
5280220180710 13.1  2.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.7 91  4.9   1  0.8-9.9-9.9
5280220180711 17.1 -0.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.8 85  4.7   1  0.9-9.9-9.9
5280220180712 18.3  3.0  0.219999-99.9-99.9-99.9-99.9-9.9 9910.0 88  6.8   2  1.4-9.9-9.9
5280220180713 19.4  3.0  0.009999-99.9-99.9-99.9-99.9-9.9 9911.0 86  8.1   1  0.6-9.9-9.9
5280220180714 23.9  6.6  0.009999-99.9-99.9-99.9-99.9-9.9 9912.9 84 10.6   1  1.2-9.9-9.9
5280220180715 16.2  5.5  0.009999-99.9-99.9-99.9-99.9-9.9 9910.9 84  8.1   4  3.2-9.9-9.9
5280220180716 13.3  9.3  0.009999-99.9-99.9-99.9-99.9-9.9 9910.6 79  7.8   8  6.5-9.9-9.9
5280220180717 14.0  9.6  0.819999-99.9-99.9-99.9-99.9-9.9 9913.2 93 11.0   6  4.8-9.9-9.9
5280220180718 14.2 12.3 11.819999-99.9-99.9-99.9-99.9-9.9 9915.1100 13.1   2  1.7-9.9-9.9
5280220180719 13.6 11.8 24.219999-99.9-99.9-99.9-99.9-9.9 9914.4100 12.4   2  1.2-9.9-9.9
5280220180720 11.9  6.6  0.219999-99.9-99.9-99.9-99.9-9.9 9910.0 92  6.8   6  4.4-9.9-9.9
5280220180721 15.8  2.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.4 75  2.7   3  2.5-9.9-9.9
5280220180722 12.8  1.0  0.219999-99.9-99.9-99.9-99.9-9.9 99 9.1 91  5.4   1  0.4-9.9-9.9
5280220180723 12.4 -0.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.6 81  0.9   2  1.2-9.9-9.9
5280220180724 12.5 -2.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.8 85  3.0   3  2.3-9.9-9.9
5280220180725 11.6  6.2 36.819999-99.9-99.9-99.9-99.9-9.9 9911.8 99  9.4   7  5.3-9.9-9.9
5280220180726 14.3 10.9  0.519999-99.9-99.9-99.9-99.9-9.9 9914.5100 12.5   5  4.0-9.9-9.9
5280220180727 15.3 11.8  1.819999-99.9-99.9-99.9-99.9-9.9 9914.5 98 12.5   2  1.9-9.9-9.9
5280220180728 13.2 11.1 11.019999-99.9-99.9-99.9-99.9-9.9 9914.0100 12.0   1  1.0-9.9-9.9
5280220180729 14.0  6.1-99.999999-99.9-99.9-99.9-99.9-9.9 9912.0 94  9.5   2  1.8-9.9-9.9
5280220180730-99.9-99.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.2 85  5.6 -99-99.9-9.9-9.9
5280220180731 13.0 -0.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.7 82  1.3   1  1.1-9.9-9.9
5280220180801 14.8 -2.3  0.219999-99.9-99.9-99.9-99.9-9.9 99 6.9 82  1.5   1  0.8-9.9-9.9
5280220180802 13.6 -1.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.9 86  3.3   2  1.8-9.9-9.9
5280220180803 13.3  5.2  0.009999-99.9-99.9-99.9-99.9-9.9 9911.4 99  8.8   0  0.4-9.9-9.9
5280220180804 17.1  3.7  0.219999-99.9-99.9-99.9-99.9-9.9 9910.5 89  7.6   1  0.8-9.9-9.9
5280220180805 21.1  0.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.2 80  5.5   1  1.0-9.9-9.9
5280220180806 21.9  2.8  0.009999-99.9-99.9-99.9-99.9-9.9 9910.5 76  7.5   2  1.4-9.9-9.9
5280220180807 23.0  8.4  5.219999-99.9-99.9-99.9-99.9-9.9 9912.5 68 10.2   2  1.4-9.9-9.9
5280220180808 16.3  7.9  6.519999-99.9-99.9-99.9-99.9-9.9 9912.5 95 10.2   3  2.7-9.9-9.9
5280220180809 13.4  6.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.5 79  6.2   4  3.5-9.9-9.9
5280220180810 14.9  3.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.4 81  6.0   1  1.0-9.9-9.9
5280220180811 17.7  5.4  0.219999-99.9-99.9-99.9-99.9-9.9 9913.1 96 10.9   1  0.7-9.9-9.9
5280220180812 21.3  5.2  0.009999-99.9-99.9-99.9-99.9-9.9 9912.6 87 10.2   1  1.1-9.9-9.9
5280220180813 21.1  7.3  1.219999-99.9-99.9-99.9-99.9-9.9 9914.7 91 12.5   1  1.1-9.9-9.9
5280220180814 18.6  6.3  0.219999-99.9-99.9-99.9-99.9-9.9 9911.1 81  8.3   2  1.4-9.9-9.9
5280220180815 18.0 -0.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.8 85  4.9   1  1.1-9.9-9.9
5280220180816 20.7  1.7  0.009999-99.9-99.9-99.9-99.9-9.9 9910.3 83  7.2   2  1.3-9.9-9.9
5280220180817 23.9  4.7  0.219999-99.9-99.9-99.9-99.9-9.9 9913.4 86 11.0   1  1.1-9.9-9.9
5280220180818 27.2  9.5 28.219999-99.9-99.9-99.9-99.9-9.9 9915.8 83 13.6   4  3.1-9.9-9.9
5280220180819 14.1  4.1  0.219999-99.9-99.9-99.9-99.9-9.9 99 8.8 86  4.9   3  2.4-9.9-9.9
5280220180820 12.8  0.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.1 82  2.0   2  1.2-9.9-9.9
5280220180821 16.6 -2.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.0 80  1.8   1  0.9-9.9-9.9
5280220180822 17.9 -1.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.0 81  5.0   2  1.7-9.9-9.9
5280220180823 16.7  6.5  0.009999-99.9-99.9-99.9-99.9-9.9 9911.8 83  9.3   3  2.3-9.9-9.9
5280220180824 13.6  6.0  1.219999-99.9-99.9-99.9-99.9-9.9 9911.6 99  9.0   2  1.4-9.9-9.9
5280220180825 15.8  2.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.9 71  1.4   2  1.6-9.9-9.9
5280220180826 20.5  0.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.9 56  3.5   3  2.7-9.9-9.9
5280220180827 24.1  6.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.2 56  5.7   3  2.5-9.9-9.9
5280220180828 25.9  4.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.9 71  6.8   1  1.1-9.9-9.9
5280220180829 30.0  6.0  3.519999-99.9-99.9-99.9-99.9-9.9 9915.3 84 12.8   1  1.2-9.9-9.9
5280220180830 17.0  8.2  2.519999-99.9-99.9-99.9-99.9-9.9 9913.5 90 11.1  10  8.0-9.9-9.9
5280220180831 11.4  8.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.6 77  6.3  12 10.0-9.9-9.9
5280220180901 14.0  8.7  0.009999-99.9-99.9-99.9-99.9-9.9 9911.9 88  9.5   9  7.4-9.9-9.9
5280220180902 17.6  4.4  0.009999-99.9-99.9-99.9-99.9-9.9 9912.4 89  9.9   4  3.0-9.9-9.9
5280220180903 17.8  7.6  0.009999-99.9-99.9-99.9-99.9-9.9 9913.1 93 10.8   2  1.4-9.9-9.9
5280220180904 23.0  3.6  0.009999-99.9-99.9-99.9-99.9-9.9 9911.2 76  8.4   2  1.4-9.9-9.9
5280220180905 24.5  6.6  0.219999-99.9-99.9-99.9-99.9-9.9 9911.8 68  9.4   2  1.7-9.9-9.9
5280220180906 28.2  7.0  0.009999-99.9-99.9-99.9-99.9-9.9 9913.4 75 11.1   2  1.3-9.9-9.9
5280220180907 22.5 11.1  0.009999-99.9-99.9-99.9-99.9-9.9 9914.3 76 12.3   5  4.0-9.9-9.9
5280220180908 19.3 13.8  0.009999-99.9-99.9-99.9-99.9-9.9 9912.3 68 10.0   7  5.7-9.9-9.9
