5285220210507-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285220210718  8.0 -5.8  1.819999-99.9-99.9-99.9-99.9-9.9 99 5.6 89 -1.4   1  0.9-9.9-9.9
5285220210719 16.1 -0.2  0.219999-99.9-99.9-99.9-99.9-9.9 99 7.7 66  3.2   7  5.7-9.9-9.9
5285220210720 16.5  8.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.1 57  3.8   7  5.7-9.9-9.9
5285220210721 16.7 -0.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.9 77  3.5   3  2.5-9.9-9.9
5285220210722 14.9  5.6  1.819999-99.9-99.9-99.9-99.9-9.9 99 8.9 75  5.2   8  6.0-9.9-9.9
5285220210723 12.9  0.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.1 68 -0.2   3  2.5-9.9-9.9
5285220210724  3.0 -7.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.0 94 -2.9   1  0.5-9.9-9.9
5285220210725 10.2 -6.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.0 65 -2.8   5  3.7-9.9-9.9
5285220210726 10.7 -3.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.1 61 -2.5   6  4.9-9.9-9.9
5285220210727 11.3 -5.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.3 79 -2.0   2  1.3-9.9-9.9
5285220210728 10.6 -6.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.4 85 -2.0   1  0.5-9.9-9.9
5285220210729 16.6 -6.6  3.019999-99.9-99.9-99.9-99.9-9.9 99 5.7 68 -1.3   4  3.5-9.9-9.9
5285220210730 15.4  5.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.5 61  0.6  11  8.4-9.9-9.9
5285220210731  9.7 -6.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.2 83 -2.4   1  1.0-9.9-9.9
5285220210801 17.1 -6.3  0.219999-99.9-99.9-99.9-99.9-9.9 99 5.1 71 -2.6   4  2.8-9.9-9.9
5285220210802 18.6  0.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.8 68  3.1   7  5.5-9.9-9.9
5285220210803 14.5 -3.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.1 85  1.8   1  0.9-9.9-9.9
5285220210804 13.8 -5.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.6 87  0.5   1  0.6-9.9-9.9
5285220210805 14.1 -3.4  1.819999-99.9-99.9-99.9-99.9-9.9 99 7.0 71  1.6   8  6.4-9.9-9.9
5285220210806 10.9  4.5  2.219999-99.9-99.9-99.9-99.9-9.9 99 8.0 86  3.6   6  4.8-9.9-9.9
5285220210807 10.9  1.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.7 55 -1.0  10  7.8-9.9-9.9
5285220210808 12.4 -5.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.8 84 -0.9   2  1.5-9.9-9.9
5285220210809  8.3 -6.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.3 96 -2.1   1  0.7-9.9-9.9
5285220210810 12.8 -8.1  0.219999-99.9-99.9-99.9-99.9-9.9 99 5.5 84 -1.9   1  0.9-9.9-9.9
5285220210811 12.2 -7.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.6 86 -1.6   1  0.8-9.9-9.9
5285220210812 12.4 -7.2  0.219999-99.9-99.9-99.9-99.9-9.9 99 5.3 82 -2.3   1  0.8-9.9-9.9
5285220210813 13.7 -6.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.6 67 -1.5   3  2.1-9.9-9.9
5285220210814 12.0 -5.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.2 86 -0.0   1  0.8-9.9-9.9
5285220210815  8.2 -1.9  0.219999-99.9-99.9-99.9-99.9-9.9 99 6.9 93  1.6   1  0.9-9.9-9.9
5285220210816  9.6  1.1 39.219999-99.9-99.9-99.9-99.9-9.9 99 8.1 99  3.8   3  2.1-9.9-9.9
5285220210817 12.9  2.0  8.819999-99.9-99.9-99.9-99.9-9.9 99 8.6 86  4.7   2  1.9-9.9-9.9
5285220210818  5.5  0.2 35.019999-99.9-99.9-99.9-99.9-9.9 99 7.4100  2.6   1  1.1-9.9-9.9
5285220210819  8.9  0.2  9.219999-99.9-99.9-99.9-99.9-9.9 99 7.6 95  3.0   1  1.0-9.9-9.9
5285220210820 11.7  1.0  2.519999-99.9-99.9-99.9-99.9-9.9 99 7.7 88  3.1   2  1.3-9.9-9.9
5285220210821  7.5 -0.9  7.819999-99.9-99.9-99.9-99.9-9.9 99 7.8 95  3.2   1  1.1-9.9-9.9
5285220210822 10.1  2.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.2 64  0.1   7  5.6-9.9-9.9
5285220210823  9.2 -2.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.9 62 -3.2   6  4.6-9.9-9.9
5285220210824  9.8  1.5  2.819999-99.9-99.9-99.9-99.9-9.9 99 5.7 74 -1.2   5  4.0-9.9-9.9
5285220210825  9.6  0.6 21.019999-99.9-99.9-99.9-99.9-9.9 99 7.5 98  2.7   6  4.6-9.9-9.9
5285220210826 10.3 -1.3  1.519999-99.9-99.9-99.9-99.9-9.9 99 6.1 77 -0.1   5  3.6-9.9-9.9
5285220210827 11.3 -0.4  0.819999-99.9-99.9-99.9-99.9-9.9 99 7.3 89  2.5   2  1.6-9.9-9.9
5285220210828 13.8  1.9 11.219999-99.9-99.9-99.9-99.9-9.9 99 8.0 74  3.7   5  3.6-9.9-9.9
5285220210829 15.4  5.4  3.219999-99.9-99.9-99.9-99.9-9.9 9910.9 96  8.1   1  0.8-9.9-9.9
5285220210830 13.6  7.9  5.519999-99.9-99.9-99.9-99.9-9.9 9911.4 96  8.9   1  0.8-9.9-9.9
5285220210831 16.9  4.9  0.219999-99.9-99.9-99.9-99.9-9.9 99 9.6 80  6.4   4  3.3-9.9-9.9
5285220210901 15.8 -0.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.6 86  4.5   1  0.9-9.9-9.9
5285220210902 16.6 -1.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.4 88  4.0   1  1.0-9.9-9.9
5285220210903 17.4 -0.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.0 84  3.5   2  1.3-9.9-9.9
5285220210904 16.1  0.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.3 82  4.2   2  1.5-9.9-9.9
5285220210905 15.6  4.1  0.519999-99.9-99.9-99.9-99.9-9.9 99 9.0 85  5.3   2  1.6-9.9-9.9
5285220210906 17.2 -2.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.1 79  1.9   1  1.2-9.9-9.9
5285220210907 18.4 -2.9  0.219999-99.9-99.9-99.9-99.9-9.9 99 7.1 76  1.9   2  1.8-9.9-9.9
5285220210908 15.8 -0.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.2 74  3.9   3  2.1-9.9-9.9
5285220210909 17.7  3.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.7 67  4.9   4  3.2-9.9-9.9
5285220210910 14.9  0.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.5 77  4.4   3  2.7-9.9-9.9
5285220210911 13.1  6.1  5.019999-99.9-99.9-99.9-99.9-9.9 9910.1 90  7.0   3  2.1-9.9-9.9
5285220210912 10.8  1.9  4.519999-99.9-99.9-99.9-99.9-9.9 99 7.3 76  2.3   8  6.2-9.9-9.9
5285220210913 11.5  2.3  0.219999-99.9-99.9-99.9-99.9-9.9 99 5.8 55 -0.8   9  7.4-9.9-9.9
5285220210914 11.1  5.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.4 56  0.6  12  9.4-9.9-9.9
5285220210915 14.6  8.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.5 54  2.9  10  8.3-9.9-9.9
5285220210916 17.5  6.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.8 63  5.1   5  3.9-9.9-9.9
5285220210917 14.3  4.7  0.219999-99.9-99.9-99.9-99.9-9.9 99 7.2 60  2.3  10  7.7-9.9-9.9
5285220210918 15.0  2.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.9 65  1.6   4  3.4-9.9-9.9
5285220210919 14.8 -2.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.0 61 -0.2   5  3.9-9.9-9.9
5285220210920 19.7 -4.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.7 59 -1.0   3  2.5-9.9-9.9
5285220210921 24.0 -4.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.2 54  0.1   2  1.7-9.9-9.9
5285220210922 16.3  0.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.7 56  3.2   7  5.5-9.9-9.9
5285220210923 19.9  7.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.9 58  5.3   4  3.4-9.9-9.9
5285220210924 24.9  0.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.2 56  5.7   4  3.6-9.9-9.9
5285220210925 16.9  3.5  0.819999-99.9-99.9-99.9-99.9-9.9 99 7.1 49  1.6   8  6.0-9.9-9.9
5285220210926 12.7  0.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.3 54 -1.9   6  4.6-9.9-9.9
5285220210927 14.1 -4.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.7 60 -0.9   6  4.6-9.9-9.9
5285220210928 18.5 -3.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.4 48 -2.1   4  3.0-9.9-9.9
5285220210929 14.2 -2.7  0.819999-99.9-99.9-99.9-99.9-9.9 99 6.6 61  0.8   5  4.2-9.9-9.9
5285220210930 12.2  5.5  1.819999-99.9-99.9-99.9-99.9-9.9 99 6.2 56 -0.1  10  8.1-9.9-9.9
5285220211001 10.2 -0.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.8 76  1.2   5  4.3-9.9-9.9
5285220211002 11.8  3.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.5 43 -1.5  11  8.5-9.9-9.9
5285220211003 15.0  6.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.3 49  0.3  11  9.0-9.9-9.9
5285220211004 15.6  6.3  0.219999-99.9-99.9-99.9-99.9-9.9 99 6.7 51  1.2  10  7.6-9.9-9.9
5285220211005 12.7  0.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.1 62 -2.9   6  5.1-9.9-9.9
5285220211006 19.1 -7.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 3.9 36 -6.3   4  3.2-9.9-9.9
5285220211007 21.8 -3.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.4 50 -1.8   2  1.7-9.9-9.9
5285220211008 23.6 -2.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.5 44  0.7   5  4.2-9.9-9.9
5285220211009 25.5 -1.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.7 46  3.2   3  2.8-9.9-9.9
5285220211010 21.4 -0.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.3 48  2.5   8  6.4-9.9-9.9
5285220211011 20.7  3.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.1 53  3.9   7  5.3-9.9-9.9
5285220211012 21.4 -0.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.5 50  2.7   6  4.8-9.9-9.9
5285220211013 16.4  6.2  0.819999-99.9-99.9-99.9-99.9-9.9 99 8.6 74  4.7   7  5.7-9.9-9.9
5285220211014 11.5  3.6  0.519999-99.9-99.9-99.9-99.9-9.9 99 5.6 56 -1.4   9  7.1-9.9-9.9
5285220211015 15.0  5.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.3 49  0.3  13 10.1-9.9-9.9
5285220211016 14.3  9.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.4 56  2.6  11  8.5-9.9-9.9
5285220211017 20.2 -0.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.3 49  2.4   8  6.6-9.9-9.9
5285220211018 23.0 -0.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.7 52  4.7   6  4.9-9.9-9.9
5285220211019 28.5  1.8  0.009999-99.9-99.9-99.9-99.9-9.9 9910.3 59  7.3   2  1.7-9.9-9.9
5285220211020 23.2  3.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.3 54  5.8   7  5.3-9.9-9.9
5285220211021 17.9  8.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.1 36 -0.2  10  7.8-9.9-9.9
5285220211022 18.7 -3.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.7 44 -1.0   8  6.8-9.9-9.9
5285220211023 17.1  9.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.5 36 -1.5  12  9.6-9.9-9.9
5285220211024 20.9  8.6 46.519999-99.9-99.9-99.9-99.9-9.9 99 8.5 59  4.4  16 13.0-9.9-9.9
5285220211025 17.5  7.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.1 48  3.8  15 11.9-9.9-9.9
5285220211026 18.6 13.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.7 46  3.1  13 10.8-9.9-9.9
5285220211027 22.9  8.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.8 48  6.7   8  6.4-9.9-9.9
5285220211028 27.0  1.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.4 43  4.3   6  4.4-9.9-9.9
5285220211029 20.1  6.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.4 50  4.1   8  6.3-9.9-9.9
5285220211030 19.1 -1.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.9 45 -0.7   5  4.2-9.9-9.9
5285220211031 24.5  0.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.1 45  1.8   5  4.4-9.9-9.9
5285220211101 25.3  2.6  0.219999-99.9-99.9-99.9-99.9-9.9 99 8.0 40  3.5   4  3.2-9.9-9.9
5285220211102 21.6 10.3  0.219999-99.9-99.9-99.9-99.9-9.9 99 9.0 48  5.4   7  5.8-9.9-9.9
5285220211103 15.8  5.1  7.519999-99.9-99.9-99.9-99.9-9.9 99 9.2 78  5.3   7  5.7-9.9-9.9
5285220211104 12.6  0.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.8 57  1.4   7  5.8-9.9-9.9
5285220211105 22.9 -1.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.1 61  3.8   2  1.7-9.9-9.9
5285220211106 27.0  0.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.3 42  4.1   5  4.1-9.9-9.9
5285220211107 22.2  6.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.3 48  5.8   8  6.4-9.9-9.9
5285220211108 25.0  6.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.9 57  6.8   2  1.8-9.9-9.9
5285220211109 27.8  4.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.9 45  6.8   5  3.8-9.9-9.9
5285220211110 19.9  9.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.7 40  1.0   7  5.9-9.9-9.9
5285220211111 23.2 -1.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.0 48  3.5   3  2.3-9.9-9.9
5285220211112 22.8  7.1 18.519999-99.9-99.9-99.9-99.9-9.9 9912.0 72  9.6   3  2.5-9.9-9.9
5285220211113 16.7  9.5  1.519999-99.9-99.9-99.9-99.9-9.9 9910.1 67  6.7   8  6.2-9.9-9.9
5285220211114 14.0  5.1  8.219999-99.9-99.9-99.9-99.9-9.9 99 8.2 74  3.9   9  7.1-9.9-9.9
5285220211115 16.1  2.8  0.219999-99.9-99.9-99.9-99.9-9.9 99 7.8 66  3.2   5  3.7-9.9-9.9
5285220211116 20.9 -2.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.6 48  0.9   5  4.4-9.9-9.9
5285220211117 20.4  7.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.6 46  2.9  11  8.5-9.9-9.9
5285220211118 22.9  6.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.5 48  6.2   8  6.2-9.9-9.9
5285220211119 26.4  2.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.3 46  5.8   6  4.8-9.9-9.9
5285220211120 19.7  7.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.2 47  5.6   9  7.5-9.9-9.9
5285220211121 19.3 15.3  0.009999-99.9-99.9-99.9-99.9-9.9 9910.3 53  7.5  11  8.6-9.9-9.9
5285220211122 22.3 12.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.6 36  2.9  10  8.0-9.9-9.9
5285220211123 22.5  9.1  0.009999-99.9-99.9-99.9-99.9-9.9 9910.8 54  8.0   7  5.8-9.9-9.9
5285220211124 23.7 13.6  0.009999-99.9-99.9-99.9-99.9-9.9 9911.5 55  8.9  11  8.5-9.9-9.9
5285220211125 20.6 13.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.6 40  3.0  12  9.8-9.9-9.9
5285220211126 20.7  1.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.6 44  2.9   6  4.5-9.9-9.9
5285220211127 21.1  1.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.7 39  1.2   7  5.9-9.9-9.9
5285220211128 19.3 10.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.7 45  3.2   9  6.8-9.9-9.9
5285220211129 24.2 10.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.1 36  3.8   9  7.3-9.9-9.9
5285220211130 27.3  0.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.7 40  3.1   5  4.1-9.9-9.9
5285220211201 19.2  2.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.5 57  2.7   7  5.4-9.9-9.9
5285220211202 20.2  2.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.0 38 -0.2   5  4.1-9.9-9.9
5285220211203 25.8 -1.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.6 33  0.8   5  3.8-9.9-9.9
5285220211204 27.7 -0.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.1 33  2.0   5  3.9-9.9-9.9
5285220211205 31.2  2.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.4 37  5.9   4  3.0-9.9-9.9
5285220211206 34.8  5.8  0.009999-99.9-99.9-99.9-99.9-9.9 9911.5 39  9.0   3  2.0-9.9-9.9
