5272720130911-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5272720131101 36.0 18.7 16.019999-99.9-99.9-99.9-99.9-9.9 9920.6 71 18.0 -99-99.9-9.9-9.9
5272720131102 28.9 17.0  0.009999-99.9-99.9-99.9-99.9-9.9 9915.6 52 13.3 -99-99.9-9.9-9.9
5272720131103 32.9 17.1  0.009999-99.9-99.9-99.9-99.9-9.9 9913.3 43 11.0 -99-99.9-9.9-9.9
5272720131104 34.1 15.2  0.009999-99.9-99.9-99.9-99.9-9.9 9913.7 42 11.6 -99-99.9-9.9-9.9
5272720131105 35.3 16.0  0.009999-99.9-99.9-99.9-99.9-9.9 9913.1 37 10.9 -99-99.9-9.9-9.9
5272720131106 36.3 16.5  0.009999-99.9-99.9-99.9-99.9-9.9 9911.9 30  9.4 -99-99.9-9.9-9.9
5272720131107 38.6 19.2  0.009999-99.9-99.9-99.9-99.9-9.9 9913.9 31 11.7 -99-99.9-9.9-9.9
5272720131108 39.9 21.3  0.009999-99.9-99.9-99.9-99.9-9.9 9914.9 30 12.8 -99-99.9-9.9-9.9
5272720131109 40.3 23.1  0.009999-99.9-99.9-99.9-99.9-9.9 9917.8 38 15.6 -99-99.9-9.9-9.9
5272720131110 32.2 21.5  0.009999-99.9-99.9-99.9-99.9-9.9 9919.3 61 16.7 -99-99.9-9.9-9.9
5272720131111 31.7 18.2  0.009999-99.9-99.9-99.9-99.9-9.9 9911.5 36  8.9 -99-99.9-9.9-9.9
5272720131112 36.3 14.3  0.009999-99.9-99.9-99.9-99.9-9.9 9910.4 30  7.4 -99-99.9-9.9-9.9
5272720131113 37.8 15.6  0.009999-99.9-99.9-99.9-99.9-9.9 9911.9 27  9.5 -99-99.9-9.9-9.9
5272720131114 41.6 22.3  0.009999-99.9-99.9-99.9-99.9-9.9 9914.7 27 12.6 -99-99.9-9.9-9.9
5272720131115 40.6 25.7  0.009999-99.9-99.9-99.9-99.9-9.9 9914.3 29 11.5 -99-99.9-9.9-9.9
5272720131116 32.6 20.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.2 30  4.0 -99-99.9-9.9-9.9
5272720131117 35.5 13.7  0.009999-99.9-99.9-99.9-99.9-9.9 9910.5 29  7.6 -99-99.9-9.9-9.9
5272720131118 38.1 20.4  1.519999-99.9-99.9-99.9-99.9-9.9 9916.7 40 14.1 -99-99.9-9.9-9.9
5272720131119 29.3 21.3  0.009999-99.9-99.9-99.9-99.9-9.9 9920.3 68 17.5 -99-99.9-9.9-9.9
5272720131120 32.8 21.4  1.219999-99.9-99.9-99.9-99.9-9.9 9916.4 42 14.4 -99-99.9-9.9-9.9
5272720131121 37.8 21.0  0.009999-99.9-99.9-99.9-99.9-9.9 9914.6 32 12.3 -99-99.9-9.9-9.9
5272720131122 37.1 19.5  0.009999-99.9-99.9-99.9-99.9-9.9 9914.8 33 12.7 -99-99.9-9.9-9.9
5272720131123 38.9 18.4  0.009999-99.9-99.9-99.9-99.9-9.9 9914.1 33 12.0 -99-99.9-9.9-9.9
5272720131124 40.3 24.7  0.009999-99.9-99.9-99.9-99.9-9.9 9915.4 32 13.4 -99-99.9-9.9-9.9
5272720131125 42.1 24.2  2.019999-99.9-99.9-99.9-99.9-9.9 9917.5 34 15.3 -99-99.9-9.9-9.9
5272720131126 31.1 20.1  0.009999-99.9-99.9-99.9-99.9-9.9 9921.5 74 18.6 -99-99.9-9.9-9.9
5272720131127 30.1 21.7  0.219999-99.9-99.9-99.9-99.9-9.9 9921.4 70 18.6 -99-99.9-9.9-9.9
5272720131128 31.5 21.2  0.009999-99.9-99.9-99.9-99.9-9.9 9922.6 64 19.4 -99-99.9-9.9-9.9
5272720131129 32.9 21.5  0.009999-99.9-99.9-99.9-99.9-9.9 9917.3 45 14.6 -99-99.9-9.9-9.9
5272720131130 35.9 19.6  0.009999-99.9-99.9-99.9-99.9-9.9 9917.1 44 14.9 -99-99.9-9.9-9.9
5272720131201 38.8 24.8  0.009999-99.9-99.9-99.9-99.9-9.9 9922.1 52 19.0 -99-99.9-9.9-9.9
5272720131202 43.7 27.3  0.009999-99.9-99.9-99.9-99.9-9.9 9921.5 44 18.5 -99-99.9-9.9-9.9
5272720131203 37.3 23.8  0.219999-99.9-99.9-99.9-99.9-9.9 9922.1 60 19.1 -99-99.9-9.9-9.9
5272720131204 39.2 21.8  0.009999-99.9-99.9-99.9-99.9-9.9 9921.3 47 18.5 -99-99.9-9.9-9.9
5272720131205 43.8 21.9 58.219999-99.9-99.9-99.9-99.9-9.9 9922.5 55 19.3 -99-99.9-9.9-9.9
5272720131206 34.8 22.2  0.009999-99.9-99.9-99.9-99.9-9.9 9924.7 64 20.8 -99-99.9-9.9-9.9
5272720131207 37.1 22.6  0.009999-99.9-99.9-99.9-99.9-9.9 9924.4 59 20.7 -99-99.9-9.9-9.9
5272720131208 39.8 26.6  0.009999-99.9-99.9-99.9-99.9-9.9 9922.2 47 19.1 -99-99.9-9.9-9.9
5272720131209 31.9 22.3 10.219999-99.9-99.9-99.9-99.9-9.9 9924.5 69 20.7 -99-99.9-9.9-9.9
5272720131210 32.2 22.9  0.009999-99.9-99.9-99.9-99.9-9.9 9920.2 55 17.6 -99-99.9-9.9-9.9
5272720131211 35.2 20.7  0.009999-99.9-99.9-99.9-99.9-9.9 9919.5 49 17.0 -99-99.9-9.9-9.9
5272720131212 30.6 20.8  0.009999-99.9-99.9-99.9-99.9-9.9 9919.0 56 16.6 -99-99.9-9.9-9.9
5272720131213 36.1 23.4  0.009999-99.9-99.9-99.9-99.9-9.9 9920.8 48 18.1 -99-99.9-9.9-9.9
5272720131214 37.7 23.3 44.519999-99.9-99.9-99.9-99.9-9.9 9922.2 48 19.1 -99-99.9-9.9-9.9
5272720131215 34.0 21.0  7.019999-99.9-99.9-99.9-99.9-9.9 9926.7 75 22.1 -99-99.9-9.9-9.9
5272720131216 36.4 22.9  0.009999-99.9-99.9-99.9-99.9-9.9 9926.6 69 22.1 -99-99.9-9.9-9.9
5272720131217 36.0 24.4  9.519999-99.9-99.9-99.9-99.9-9.9 9926.2 59 21.8 -99-99.9-9.9-9.9
5272720131218 31.5 20.4  2.819999-99.9-99.9-99.9-99.9-9.9 9925.0 84 21.1 -99-99.9-9.9-9.9
5272720131219 37.0 20.2  1.219999-99.9-99.9-99.9-99.9-9.9 9921.9 52 18.9 -99-99.9-9.9-9.9
5272720131220 33.7 21.6  3.819999-99.9-99.9-99.9-99.9-9.9 9923.7 66 20.2 -99-99.9-9.9-9.9
5272720131221 38.8 20.6  4.019999-99.9-99.9-99.9-99.9-9.9 9921.7 53 18.8 -99-99.9-9.9-9.9
5272720131222 38.7 22.0  1.819999-99.9-99.9-99.9-99.9-9.9 9923.6 58 20.1 -99-99.9-9.9-9.9
5272720131223 39.5 23.8  0.009999-99.9-99.9-99.9-99.9-9.9 9922.5 45 19.3 -99-99.9-9.9-9.9
5272720131224 40.6 23.8  0.009999-99.9-99.9-99.9-99.9-9.9 9917.4 30 15.2 -99-99.9-9.9-9.9
5272720131225 41.1 21.5  0.009999-99.9-99.9-99.9-99.9-9.9 9916.7 37 14.6 -99-99.9-9.9-9.9
5272720131226 41.2 24.6  0.009999-99.9-99.9-99.9-99.9-9.9 9921.1 49 18.3 -99-99.9-9.9-9.9
5272720131227 41.9 24.2  0.009999-99.9-99.9-99.9-99.9-9.9 9921.6 41 18.6 -99-99.9-9.9-9.9
5272720131228 40.7 23.5  0.009999-99.9-99.9-99.9-99.9-9.9 9922.3 44 19.1 -99-99.9-9.9-9.9
5272720131229 41.4 25.6-99.999999-99.9-99.9-99.9-99.9-9.9 9923.8 46 20.2 -99-99.9-9.9-9.9
5272720131230 44.3 24.5-99.999999-99.9-99.9-99.9-99.9-9.9 9924.0 43 20.3 -99-99.9-9.9-9.9
5272720131231 44.0 23.8-99.999999-99.9-99.9-99.9-99.9-9.9 9925.7 61 21.5 -99-99.9-9.9-9.9
5272720140101 36.3 23.8  0.009999-99.9-99.9-99.9-99.9-9.9 9928.8 74 23.4 -99-99.9-9.9-9.9
5272720140102 39.7 26.0 54.019999-99.9-99.9-99.9-99.9-9.9 9927.4 55 22.6 -99-99.9-9.9-9.9
5272720140103 30.3 17.5  2.219999-99.9-99.9-99.9-99.9-9.9 9920.9 93 18.1 -99-99.9-9.9-9.9
5272720140104 32.1 18.1  0.009999-99.9-99.9-99.9-99.9-9.9 9916.5 55 14.3 -99-99.9-9.9-9.9
5272720140105 35.2 16.9  0.009999-99.9-99.9-99.9-99.9-9.9 9918.8 53 16.5 -99-99.9-9.9-9.9
5272720140106 37.6 21.4  0.009999-99.9-99.9-99.9-99.9-9.9 9921.9 52 18.9 -99-99.9-9.9-9.9
5272720140107 40.6 24.6  0.009999-99.9-99.9-99.9-99.9-9.9 9923.0 48 19.7 -99-99.9-9.9-9.9
5272720140108 31.7 20.5 25.519999-99.9-99.9-99.9-99.9-9.9 9923.9 79 20.3 -99-99.9-9.9-9.9
5272720140109 35.4 20.0  0.009999-99.9-99.9-99.9-99.9-9.9 9922.0 57 19.0 -99-99.9-9.9-9.9
5272720140110 39.5 23.0  0.009999-99.9-99.9-99.9-99.9-9.9 9923.9 57 20.3 -99-99.9-9.9-9.9
5272720140111 30.5 21.3  0.009999-99.9-99.9-99.9-99.9-9.9 9924.0 80 20.4 -99-99.9-9.9-9.9
5272720140112 32.1 20.5  0.219999-99.9-99.9-99.9-99.9-9.9 9923.1 68 19.8 -99-99.9-9.9-9.9
5272720140113 35.1 21.4  0.009999-99.9-99.9-99.9-99.9-9.9 9922.7 58 19.5 -99-99.9-9.9-9.9
5272720140114 38.2 21.3  0.009999-99.9-99.9-99.9-99.9-9.9 9922.5 52 19.4 -99-99.9-9.9-9.9
5272720140115 39.8 21.9  0.009999-99.9-99.9-99.9-99.9-9.9 9921.6 49 18.7 -99-99.9-9.9-9.9
5272720140116 38.2 21.8  0.009999-99.9-99.9-99.9-99.9-9.9 9921.8 48 18.8 -99-99.9-9.9-9.9
5272720140117 40.4 23.1  0.009999-99.9-99.9-99.9-99.9-9.9 9920.2 43 17.6 -99-99.9-9.9-9.9
5272720140118 40.5 23.3  0.519999-99.9-99.9-99.9-99.9-9.9 9921.5 45 18.6 -99-99.9-9.9-9.9
5272720140119 35.5 25.5  0.009999-99.9-99.9-99.9-99.9-9.9 9925.0 63 21.1 -99-99.9-9.9-9.9
5272720140120 37.2 23.1  0.009999-99.9-99.9-99.9-99.9-9.9 9925.3 56 21.3 -99-99.9-9.9-9.9
5272720140121 40.5 25.9  0.009999-99.9-99.9-99.9-99.9-9.9 9925.0 52 21.1 -99-99.9-9.9-9.9
5272720140122 40.1 26.4  0.009999-99.9-99.9-99.9-99.9-9.9 9924.8 48 20.9 -99-99.9-9.9-9.9
5272720140123 41.2 27.2  0.009999-99.9-99.9-99.9-99.9-9.9 9923.9 46 20.3 -99-99.9-9.9-9.9
5272720140124 35.5 17.9 39.519999-99.9-99.9-99.9-99.9-9.9 9920.1 64 17.3 -99-99.9-9.9-9.9
5272720140125 17.9 12.3 10.819999-99.9-99.9-99.9-99.9-9.9 9916.2 98 14.2 -99-99.9-9.9-9.9
5272720140126 25.2 15.0  0.009999-99.9-99.9-99.9-99.9-9.9 9918.6 77 16.4 -99-99.9-9.9-9.9
5272720140127 29.0 18.5  0.219999-99.9-99.9-99.9-99.9-9.9 9922.5 80 19.4 -99-99.9-9.9-9.9
5272720140128 33.8 21.3 27.019999-99.9-99.9-99.9-99.9-9.9 9925.6 68 21.5 -99-99.9-9.9-9.9
5272720140129 27.5 18.7 11.819999-99.9-99.9-99.9-99.9-9.9 9924.4 91 20.6 -99-99.9-9.9-9.9
5272720140130 32.4 19.6  0.009999-99.9-99.9-99.9-99.9-9.9 9924.8 77 20.9 -99-99.9-9.9-9.9
5272720140131 36.2 22.4  0.009999-99.9-99.9-99.9-99.9-9.9 9925.1 62 21.1 -99-99.9-9.9-9.9
5272720140201 38.1 23.8  0.009999-99.9-99.9-99.9-99.9-9.9 9923.5 50 20.1 -99-99.9-9.9-9.9
5272720140202 37.6 23.6  0.009999-99.9-99.9-99.9-99.9-9.9 9923.5 51 20.1 -99-99.9-9.9-9.9
5272720140203 36.8 24.4  0.009999-99.9-99.9-99.9-99.9-9.9 9925.6 59 21.4 -99-99.9-9.9-9.9
5272720140204 37.0 24.9  0.009999-99.9-99.9-99.9-99.9-9.9 9925.6 55 21.4 -99-99.9-9.9-9.9
5272720140205 37.3 24.1  0.009999-99.9-99.9-99.9-99.9-9.9 9923.2 52 19.9 -99-99.9-9.9-9.9
5272720140206 36.4 21.2 38.019999-99.9-99.9-99.9-99.9-9.9 9924.2 70 20.5 -99-99.9-9.9-9.9
5272720140207 33.2 20.7  0.009999-99.9-99.9-99.9-99.9-9.9 9927.0 79 22.4 -99-99.9-9.9-9.9
5272720140208 34.2 22.3  0.009999-99.9-99.9-99.9-99.9-9.9 9924.3 59 20.6 -99-99.9-9.9-9.9
5272720140209 36.0 23.0  7.819999-99.9-99.9-99.9-99.9-9.9 9924.9 69 21.0 -99-99.9-9.9-9.9
5272720140210 33.0 22.1  0.009999-99.9-99.9-99.9-99.9-9.9 9925.9 71 21.6 -99-99.9-9.9-9.9
5272720140211 33.4 23.4-99.999999-99.9-99.9-99.9-99.9-9.9 9925.4 65 21.3 -99-99.9-9.9-9.9
5272720140212 33.4 22.4-99.999999-99.9-99.9-99.9-99.9-9.9 9926.2 76 21.9 -99-99.9-9.9-9.9
5272720140213 31.4 19.6-99.999999-99.9-99.9-99.9-99.9-9.9 9922.9 70 19.7 -99-99.9-9.9-9.9
5272720140214 30.1 20.3-99.999999-99.9-99.9-99.9-99.9-9.9 9919.2 60 16.8 -99-99.9-9.9-9.9
5272720140215 28.1 19.2  0.009999-99.9-99.9-99.9-99.9-9.9 9921.6 77 18.7 -99-99.9-9.9-9.9
5272720140216 33.7 20.9  0.819999-99.9-99.9-99.9-99.9-9.9 9922.0 64 19.0 -99-99.9-9.9-9.9
5272720140217 31.5 21.7 22.019999-99.9-99.9-99.9-99.9-9.9 9926.0 82 21.7 -99-99.9-9.9-9.9
5272720140218 28.3 21.9 10.519999-99.9-99.9-99.9-99.9-9.9 9925.8 89 21.5 -99-99.9-9.9-9.9
5272720140219 30.8 20.4  0.219999-99.9-99.9-99.9-99.9-9.9 9925.5 80 21.4 -99-99.9-9.9-9.9
5272720140220 33.7 20.3  0.009999-99.9-99.9-99.9-99.9-9.9 9925.2 71 21.2 -99-99.9-9.9-9.9
5272720140221 35.6 23.9-99.999999-99.9-99.9-99.9-99.9-9.9 9927.5 67 22.6 -99-99.9-9.9-9.9
5272720140222 32.9 21.3  7.519999-99.9-99.9-99.9-99.9-9.9 9927.0 79 22.4 -99-99.9-9.9-9.9
5272720140223 28.9 21.0  0.009999-99.9-99.9-99.9-99.9-9.9 9926.7 85 22.2 -99-99.9-9.9-9.9
5272720140224 35.4 23.1 16.819999-99.9-99.9-99.9-99.9-9.9 9928.8 72 23.4 -99-99.9-9.9-9.9
5272720140225 29.4 19.8  0.219999-99.9-99.9-99.9-99.9-9.9 9923.4 86 19.8 -99-99.9-9.9-9.9
5272720140226 23.7 17.0  0.009999-99.9-99.9-99.9-99.9-9.9 9918.5 79 16.3 -99-99.9-9.9-9.9
5272720140227 29.5 16.7  0.009999-99.9-99.9-99.9-99.9-9.9 9919.1 68 16.7 -99-99.9-9.9-9.9
5272720140228 30.7 16.5  0.009999-99.9-99.9-99.9-99.9-9.9 9920.4 70 17.8 -99-99.9-9.9-9.9
5272720140301 28.9 20.2  1.019999-99.9-99.9-99.9-99.9-9.9 9922.1 74 19.1 -99-99.9-9.9-9.9
5272720140302 25.1 19.6  3.019999-99.9-99.9-99.9-99.9-9.9 9922.8 85 19.6 -99-99.9-9.9-9.9
5272720140303 27.8 16.5  0.219999-99.9-99.9-99.9-99.9-9.9 9918.0 65 15.8 -99-99.9-9.9-9.9
5272720140304 31.8 19.1  0.009999-99.9-99.9-99.9-99.9-9.9 9919.7 58 17.2 -99-99.9-9.9-9.9
5272720140305 36.0 15.3  0.009999-99.9-99.9-99.9-99.9-9.9 9918.8 60 16.5 -99-99.9-9.9-9.9
5272720140306 35.4 18.4  0.009999-99.9-99.9-99.9-99.9-9.9 9921.3 61 18.5 -99-99.9-9.9-9.9
5272720140307 32.5 21.0  0.009999-99.9-99.9-99.9-99.9-9.9 9922.2 66 19.1 -99-99.9-9.9-9.9
5272720140308 33.5 22.2  0.009999-99.9-99.9-99.9-99.9-9.9 9922.7 60 19.5 -99-99.9-9.9-9.9
5272720140309 34.2 22.3  0.819999-99.9-99.9-99.9-99.9-9.9 9923.0 64 19.7 -99-99.9-9.9-9.9
5272720140310 29.6 18.7  0.009999-99.9-99.9-99.9-99.9-9.9 9919.8 67 17.3 -99-99.9-9.9-9.9
5272720140311 30.9 17.6  0.009999-99.9-99.9-99.9-99.9-9.9 9920.0 71 17.5 -99-99.9-9.9-9.9
5272720140312 31.8 16.9  0.009999-99.9-99.9-99.9-99.9-9.9 9920.7 64 18.0 -99-99.9-9.9-9.9
5272720140313 32.9 20.6  0.009999-99.9-99.9-99.9-99.9-9.9 9924.5 70 20.7 -99-99.9-9.9-9.9
5272720140314 35.7 22.1  0.009999-99.9-99.9-99.9-99.9-9.9 9925.7 67 21.5 -99-99.9-9.9-9.9
5272720140315 30.8 20.1  0.009999-99.9-99.9-99.9-99.9-9.9 9917.9 57 15.6 -99-99.9-9.9-9.9
5272720140316 33.8 18.4  0.009999-99.9-99.9-99.9-99.9-9.9 9920.5 61 17.9 -99-99.9-9.9-9.9
5272720140317 35.0 20.3  0.009999-99.9-99.9-99.9-99.9-9.9 9924.0 64 20.4 -99-99.9-9.9-9.9
5272720140318 26.9 15.6  0.219999-99.9-99.9-99.9-99.9-9.9 9919.6 85 16.9 -99-99.9-9.9-9.9
5272720140319 19.4 14.7  0.219999-99.9-99.9-99.9-99.9-9.9 9916.7 83 14.7 -99-99.9-9.9-9.9
5272720140320 27.7 14.6  0.009999-99.9-99.9-99.9-99.9-9.9 9917.9 74 15.7 -99-99.9-9.9-9.9
5272720140321 34.8 13.1 18.519999-99.9-99.9-99.9-99.9-9.9 9919.2 64 16.8 -99-99.9-9.9-9.9
5272720140322 25.6 15.9  0.009999-99.9-99.9-99.9-99.9-9.9 9916.6 74 14.4 -99-99.9-9.9-9.9
5272720140323 29.2 11.7  0.009999-99.9-99.9-99.9-99.9-9.9 9915.1 67 13.0 -99-99.9-9.9-9.9
5272720140324 32.1 15.5  0.009999-99.9-99.9-99.9-99.9-9.9 9916.4 56 14.3 -99-99.9-9.9-9.9
5272720140325 31.3 20.5  0.009999-99.9-99.9-99.9-99.9-9.9 9919.6 68 17.2 -99-99.9-9.9-9.9
5272720140326 26.1 20.6  0.009999-99.9-99.9-99.9-99.9-9.9 9919.7 72 17.2 -99-99.9-9.9-9.9
5272720140327 30.9 20.1  0.009999-99.9-99.9-99.9-99.9-9.9 9921.0 68 18.3 -99-99.9-9.9-9.9
5272720140328 25.2 21.1150.819999-99.9-99.9-99.9-99.9-9.9 9925.7 93 21.5 -99-99.9-9.9-9.9
5272720140329 30.7 17.8  0.219999-99.9-99.9-99.9-99.9-9.9 9922.2 78 19.1 -99-99.9-9.9-9.9
5272720140330 34.3 16.6 33.519999-99.9-99.9-99.9-99.9-9.9 9924.6 78 20.8 -99-99.9-9.9-9.9
5272720140331 30.2 19.4 19.219999-99.9-99.9-99.9-99.9-9.9 9925.5 83 21.4 -99-99.9-9.9-9.9
5272720140401 29.4 20.1 20.519999-99.9-99.9-99.9-99.9-9.9 9926.3 90 21.9 -99-99.9-9.9-9.9
5272720140402 31.9 22.6  0.519999-99.9-99.9-99.9-99.9-9.9 9929.0 91 23.5 -99-99.9-9.9-9.9
5272720140403 31.4 22.8  1.219999-99.9-99.9-99.9-99.9-9.9 9929.9 84 24.0 -99-99.9-9.9-9.9
5272720140404 34.2 23.8  0.009999-99.9-99.9-99.9-99.9-9.9 9929.9 76 24.0 -99-99.9-9.9-9.9
5272720140405 34.7 24.9  0.009999-99.9-99.9-99.9-99.9-9.9 9928.3 66 23.1 -99-99.9-9.9-9.9
5272720140406 34.8 23.9  0.009999-99.9-99.9-99.9-99.9-9.9 9929.0 72 23.5 -99-99.9-9.9-9.9
5272720140407 33.4 23.9  0.009999-99.9-99.9-99.9-99.9-9.9 9929.1 74 23.6 -99-99.9-9.9-9.9
5272720140408 28.9 21.3  0.009999-99.9-99.9-99.9-99.9-9.9 9923.6 74 19.8 -99-99.9-9.9-9.9
5272720140409 24.2 20.2  0.009999-99.9-99.9-99.9-99.9-9.9 9918.3 69 16.1 -99-99.9-9.9-9.9
5272720140410 24.1 18.0  1.519999-99.9-99.9-99.9-99.9-9.9 9920.4 93 17.8 -99-99.9-9.9-9.9
5272720140411 25.9 17.0  0.009999-99.9-99.9-99.9-99.9-9.9 9917.0 69 15.0 -99-99.9-9.9-9.9
