5282420061107-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5282420061214-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5282420101110-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5282420101130 22.4  9.5-99.999999-99.9-99.9-99.9-99.9-9.9 9912.3 70  9.8 -99-99.9-9.9-9.9
5282420101201 33.0  9.3-99.999999-99.9-99.9-99.9-99.9-9.9 9914.4 50 12.1 -99-99.9-9.9-9.9
5282420101202 26.6 12.4-99.999999-99.9-99.9-99.9-99.9-9.9 9917.0 86 14.8 -99-99.9-9.9-9.9
5282420101203 23.8  7.7-99.999999-99.9-99.9-99.9-99.9-9.9 9910.4 47  7.3 -99-99.9-9.9-9.9
5282420101204 29.7 10.9-99.999999-99.9-99.9-99.9-99.9-9.9 9913.0 59 10.7 -99-99.9-9.9-9.9
5282420101205 25.9  6.6-99.999999-99.9-99.9-99.9-99.9-9.9 9910.8 40  8.0 -99-99.9-9.9-9.9
5282420101206 31.4 11.2-99.999999-99.9-99.9-99.9-99.9-9.9 9915.9 48 13.7 -99-99.9-9.9-9.9
5282420101207 25.4 16.6-99.999999-99.9-99.9-99.9-99.9-9.9 9920.1 83 17.5 -99-99.9-9.9-9.9
5282420101208 23.2 11.6-99.999999-99.9-99.9-99.9-99.9-9.9 9912.2 64  9.7 -99-99.9-9.9-9.9
5282420101209 29.7 11.2-99.999999-99.9-99.9-99.9-99.9-9.9 9913.2 48 10.9 -99-99.9-9.9-9.9
5282420101210 28.6 13.6-99.999999-99.9-99.9-99.9-99.9-9.9 9914.7 48 12.4 -99-99.9-9.9-9.9
5282420101211 25.5 13.9-99.999999-99.9-99.9-99.9-99.9-9.9 9914.6 59 12.1 -99-99.9-9.9-9.9
5282420101212 18.8  9.6-99.999999-99.9-99.9-99.9-99.9-9.9 99 9.2 50  5.5 -99-99.9-9.9-9.9
5282420101213 29.1  6.3-99.999999-99.9-99.9-99.9-99.9-9.9 9911.7 42  9.1 -99-99.9-9.9-9.9
5282420101214 23.2 10.4-99.999999-99.9-99.9-99.9-99.9-9.9 9912.3 64  9.6 -99-99.9-9.9-9.9
5282420101215 27.9 11.7-99.999999-99.9-99.9-99.9-99.9-9.9 9919.7 85 17.0 -99-99.9-9.9-9.9
5282420101216 32.5 17.9-99.999999-99.9-99.9-99.9-99.9-9.9 9917.3 51 15.1 -99-99.9-9.9-9.9
5282420101217 32.3 17.1-99.999999-99.9-99.9-99.9-99.9-9.9 9920.9 96 18.0 -99-99.9-9.9-9.9
5282420101218 21.3 11.0-99.999999-99.9-99.9-99.9-99.9-9.9 9910.5 58  7.1 -99-99.9-9.9-9.9
5282420101219 28.4 10.2-99.999999-99.9-99.9-99.9-99.9-9.9 9916.2 71 13.9 -99-99.9-9.9-9.9
5282420101220 31.0 15.8-99.999999-99.9-99.9-99.9-99.9-9.9 9914.0 38 11.3 -99-99.9-9.9-9.9
5282420101221 36.9 10.4-99.999999-99.9-99.9-99.9-99.9-9.9 9914.9 57 12.7 -99-99.9-9.9-9.9
5282420101222 36.2 15.6-99.999999-99.9-99.9-99.9-99.9-9.9 9916.0 44 13.8 -99-99.9-9.9-9.9
5282420101223 35.7 16.8-99.999999-99.9-99.9-99.9-99.9-9.9 9920.1 62 17.5 -99-99.9-9.9-9.9
5282420101224 35.1 16.2-99.999999-99.9-99.9-99.9-99.9-9.9 9919.0 71 16.3 -99-99.9-9.9-9.9
5282420101225 33.2 14.0-99.999999-99.9-99.9-99.9-99.9-9.9 9913.9 37 11.4 -99-99.9-9.9-9.9
5282420101226 30.7 11.8-99.999999-99.9-99.9-99.9-99.9-9.9 9914.8 57 12.6 -99-99.9-9.9-9.9
5282420101227 37.3 16.3-99.999999-99.9-99.9-99.9-99.9-9.9 9921.0 65 17.7 -99-99.9-9.9-9.9
5282420101228 32.0 19.8-99.999999-99.9-99.9-99.9-99.9-9.9 9921.7 77 18.6 -99-99.9-9.9-9.9
