5047519710203 30.0 17.8  0.009900 16.4-99.9-99.9-99.9 8.7 6621.3 71 18.5   9  7.222.8 5.1
5047519710204 31.8 18.0  0.009900 16.5-99.9-99.9-99.9 6.6 5022.7 72 19.5   8  6.419.1 4.6
5047519710205 30.9 19.2  0.009900 18.0-99.9-99.9-99.9 8.3 6323.9 72 20.4  16 12.822.0 5.5
5047519710206 25.4 18.3  0.009900 15.9-99.9-99.9-99.9 4.5 3420.1 80 17.6   9  7.215.4 3.6
5047519710207 28.5 16.6  0.009900 14.5-99.9-99.9-99.9 8.4 6419.8 71 17.3   6  4.822.1 4.6
5047519710208 29.3 18.0  0.009900 17.9-99.9-99.9-99.9 8.8 6718.9 70 16.6  15 12.022.8 5.6
5047519710209 26.2 17.2 12.819900 15.7-99.9-99.9-99.9 3.9 3020.2 88 17.7   6  4.814.2 3.2
5047519710210 24.7 15.1  0.919900 14.8-99.9-99.9-99.9 4.5 3518.0 80 15.8   5  4.015.2 3.2
5047519710211 25.2 16.7  0.009900 16.6-99.9-99.9-99.9 6.8 5218.9 80 16.6   9  7.219.2 4.1
5047519710212 27.2 16.2  1.919900 13.7-99.9-99.9-99.9 8.6 6621.2 81 18.4   8  6.422.3 4.5
5047519710213 23.4 16.5  2.019900 16.4-99.9-99.9-99.9 2.9 2217.7 87 15.6  16 12.812.4 3.4
5047519710214 22.1 15.2  6.219900 14.3-99.9-99.9-99.9 0.1  121.0 92 18.3  10  8.0 7.5 1.6
5047519710215 23.9 17.2  0.009900 16.6-99.9-99.9-99.9 3.7 2918.1 78 15.9  19 15.213.7 3.8
5047519710216 26.3 14.8  0.119900 13.3-99.9-99.9-99.910.0 7818.6 72 16.4  11  8.824.5 4.8
5047519710217 25.9 18.7  0.009900 16.9-99.9-99.9-99.9 1.5 1222.1 85 19.1   6  4.8 9.8 2.5
5047519710218 30.3 17.4 63.619900 15.5-99.9-99.9-99.9 9.5 7422.5 73 19.4   6  4.823.6 4.9
5047519710219 24.0 14.4 16.019900 15.7-99.9-99.9-99.9 1.8 1416.4 92 14.4  11  8.810.3 2.8
5047519710220 21.2 12.9  1.819900 11.5-99.9-99.9-99.9 5.5 4316.0 80 14.0  11  8.816.6 3.2
5047519710221 22.3 15.2  0.719900 15.1-99.9-99.9-99.9 3.9 3117.6 82 15.5   8  6.413.8 2.9
5047519710222 22.2 15.5  0.009900 15.5-99.9-99.9-99.9 1.4 1117.9 84 15.8   9  7.2 9.5 2.3
5047519710223 26.1 15.7 16.019900 14.6-99.9-99.9-99.9 7.4 5818.9 81 16.6   9  7.219.7 4.1
5047519710224 19.1 13.7  8.519900 13.7-99.9-99.9-99.9 3.5 2815.5 88 13.5   8  6.413.0 2.6
5047519710225 21.1 12.9  0.009900 12.1-99.9-99.9-99.9 9.3 7315.0 79 13.0  11  8.822.8 4.1
5047519710226 23.2 13.8  0.009900 13.7-99.9-99.9-99.9 4.8 3814.4 69 12.4   7  5.615.2 3.3
5047519710227 21.6 12.6  0.009900 11.4-99.9-99.9-99.9 5.3 4215.2 78 13.2   4  3.216.0 2.9
5047519710228 21.8 15.4  0.009900 14.6-99.9-99.9-99.9 1.9 1516.4 75 14.4   9  7.210.2 2.6
5047519710301 23.9 15.1  0.119900 13.3-99.9-99.9-99.9 3.1 2517.5 82 15.4   5  4.012.1 2.7
5047519710302 25.8 13.2  0.009900 11.9-99.9-99.9-99.9 9.9 7918.4 78 16.2  11  8.823.5 4.3
5047519710303 27.1 15.8  0.009900 14.5-99.9-99.9-99.9 8.2 6518.1 74 15.9   7  5.620.6 4.2
5047519710304 27.0 14.7  0.009900 13.2-99.9-99.9-99.910.7 8619.4 76 17.0   5  4.024.7 4.5
5047519710305 27.4 14.8  0.009900 13.3-99.9-99.9-99.910.7 8619.3 75 16.9  11  8.824.7 4.8
5047519710306 26.2 15.3  0.009900 13.7-99.9-99.9-99.9 7.2 5819.1 82 16.8  12  9.618.8 3.9
5047519710307 24.7 16.7  0.009900 16.8-99.9-99.9-99.9 7.7 6218.6 80 16.4  14 11.219.5 4.2
5047519710308 27.3 16.4  0.009900 15.1-99.9-99.9-99.9 9.0 7319.3 77 16.9  11  8.821.6 4.5
5047519710309 30.2 14.4  0.009900 13.4-99.9-99.9-99.910.0 8118.3 84 16.1  11  8.823.2 4.9
5047519710310 21.1 15.0  3.919900 17.4-99.9-99.9-99.9 0.1  117.9 89 15.8  15 12.0 6.8 1.9
5047519710311 21.8 14.5  0.009900 14.6-99.9-99.9-99.9 1.7 1417.6 86 15.5   9  7.2 9.4 2.1
5047519710312 26.7 13.9  0.009900 12.6-99.9-99.9-99.9 9.6 7818.0 72 15.8   9  7.222.3 4.2
5047519710313 30.4 13.0  6.619900 12.1-99.9-99.9-99.9 9.2 7518.2 72 16.0   9  7.221.6 4.4
