5055719710428 14.5 -1.4  0.009999 -5.5-99.9-99.9-99.9 8.8 85 5.0 54 -2.7   4  3.811.3 0.9
5055719710429 15.8 -4.4  0.009999 -7.4-99.9-99.9-99.9 8.6 83 5.9 66 -7.3   6  5.011.0 0.7
5055719710430 12.5 -0.6  0.009999 -5.5-99.9-99.9-99.9 9.2 89 4.5 49 -4.0  11  9.311.4 1.5
5055719710501 13.0 -0.3  0.009999 -4.9-99.9-99.9-99.9 8.6 77 4.5 47 -3.9  25 20.710.2 2.7
5055719710502  9.0 -0.7  3.519999 -0.1-99.9-99.9-99.9 5.3 47 5.4 70 -1.7   1  1.3 7.3 0.5
5055719710503  7.5 -3.5  0.009999 -4.5-99.9-99.9-99.9 4.8 43 4.9 67 -3.6   8  7.2 6.8 0.7
5055719710504  9.6 -4.4  0.009999 -5.7-99.9-99.9-99.9 9.9 99 4.6 70 -3.8   3  2.411.7 0.5
5055719710505 12.5 -5.2  0.009999 -9.7-99.9-99.9-99.9 7.1 64 4.6 61 -4.5   1  1.1 8.5 0.5
5055719710506 17.0 -3.2  0.009999 -6.6-99.9-99.9-99.9 8.8 80 5.5 56 -1.6   6  5.3 9.8 1.0
5055719710507 16.0 -2.1  0.009999 -5.4-99.9-99.9-99.9 1.4 76 6.3 63  0.9   4  3.2 9.3 0.7
5055719710508 18.5 -1.2  0.009999 -4.6-99.9-99.9-99.9 2.8 25 6.7 68  1.4   6  5.6 4.9 1.1
5055719710509 15.1  4.8  0.009999  0.9-99.9-99.9-99.9 9.1 82 6.2 59  0.5   6  5.1 9.6 1.2
5055719710510 20.6  1.2  0.009999 -1.5-99.9-99.9-99.9 3.5 32 7.0 58  1.8   6  5.1 5.3 1.2
5055719710511 13.0  5.3  0.009999  2.3-99.9-99.9-99.9 7.2 67 7.7 57  3.1   7  5.9 8.1 0.9
5055719710512 13.6  0.8  0.009999  0.4-99.9-99.9-99.9 8.7 80 5.3 56 -1.9   4  3.7 9.1 0.9
5055719710513 15.5 -4.6  0.009999 -6.7-99.9-99.9-99.9 1.0  9 6.1 65  4.3   4  3.2 3.3 0.7
5055719710514 18.9  4.8  0.009999  2.4-99.9-99.9-99.9 6.9 64 8.2 69  3.9   2  2.1 7.6 0.8
5055719710515 17.6  0.0  0.009999 -4.9-99.9-99.9-99.9 5.3 49 5.4 57 -1.3   3  3.0 6.4 1.0
5055719710516 19.0  4.0  0.009999  1.0-99.9-99.9-99.9 9.2 86 6.5 54  0.7   7  6.3 9.1 1.5
5055719710517 16.6  4.0  0.009999  1.7-99.9-99.9-99.9 6.5 61 7.7 71  2.6   3  2.6 7.1 0.8
5055719710518 21.5 -1.6  0.009999 -4.3-99.9-99.9-99.9 7.6 71 8.5 67  4.4  12 10.0 7.8 1.1
5055719710519 21.6  3.9  0.009999  6.5-99.9-99.9-99.9 3.7 3410.0 60  6.9  13 10.8 5.0 1.3
5055719710520 19.2  8.8  0.009999  5.5-99.9-99.9-99.9 1.7 1610.9 64  8.1   4  3.7 3.6 0.9
